unique_member_identifier,OrderID,points,OrderDt
74338E4E-9D63-4713-9140-F2996C70FA19,298536,2500,2016-08-01 20:09:00
74338E4E-9D63-4713-9140-F2996C70FA19,285898,2500,2016-02-14 14:57:00
74338E4E-9D63-4713-9140-F2996C70FA19,293788,2500,2016-06-12 17:41:00
74338E4E-9D63-4713-9140-F2996C70FA19,318422,2500,2017-06-27 19:14:00
74338E4E-9D63-4713-9140-F2996C70FA19,314852,2500,2017-03-25 21:03:00
74338E4E-9D63-4713-9140-F2996C70FA19,283288,2500,2015-12-24 18:39:00
E54146A5-867C-448F-AA4B-76E01D8CAB9D,323538,5000,2017-10-29 16:32:00
7AD3D448-1345-42CF-86C5-1F23EAF182DC,309399,2500,2016-12-12 13:15:00
7AD3D448-1345-42CF-86C5-1F23EAF182DC,309399,2500,2016-12-12 13:15:00
1946406C-A82A-4CA8-8FAD-3F642A94AD3C,310588,2500,2016-12-29 23:09:00
1946406C-A82A-4CA8-8FAD-3F642A94AD3C,310587,5000,2016-12-29 23:04:00
DA8DEEEF-0ACB-4B31-BB07-4660F97B69A2,321802,5000,2017-09-15 12:10:00
DA8DEEEF-0ACB-4B31-BB07-4660F97B69A2,319763,10000,2017-07-31 19:37:00
C6F0CED8-9817-4D01-9E57-97E755A431D7,289627,10000,2016-04-16 08:18:00
6E0F450E-9888-4394-9720-44769C04BDD8,311855,2500,2017-01-22 19:03:00
33A00FCF-4DD7-4643-AC2F-03938EF6F937,310162,5000,2016-12-22 11:17:00
F9A0450A-21F8-4ACA-95D6-34F69EDCD975,288102,2500,2016-03-23 13:37:00
BF3A4984-1D98-4CED-85D5-CE6E6B3304F3,310899,5000,2017-01-05 13:28:00
BF3A4984-1D98-4CED-85D5-CE6E6B3304F3,310902,5000,2017-01-05 13:51:00
844AEC4A-5DA0-4A2B-87BA-0448C0F91CA2,311444,5000,2017-01-14 15:20:00
844AEC4A-5DA0-4A2B-87BA-0448C0F91CA2,319026,5000,2017-07-13 13:49:00
844AEC4A-5DA0-4A2B-87BA-0448C0F91CA2,294737,5000,2016-06-22 10:21:00
5B706D2C-352A-46B6-9039-EE4C9AD53430,304860,2500,2016-10-31 10:54:00
5B706D2C-352A-46B6-9039-EE4C9AD53430,306774,2500,2016-11-23 19:56:00
52170B4D-1419-46F0-B124-DE6E1A0E59AC,286143,10000,2016-02-19 16:07:00
D6FF0BCA-BE90-4ABD-AB12-9F5463C426EB,320808,10000,2017-08-25 14:56:00
D6FF0BCA-BE90-4ABD-AB12-9F5463C426EB,320809,10000,2017-08-25 14:58:00
D6FF0BCA-BE90-4ABD-AB12-9F5463C426EB,322998,5000,2017-10-14 18:55:00
5A547D47-8EFA-4AD7-A318-3CFA906B1CB8,319634,5000,2017-07-28 16:01:00
8C2FBC22-6EF6-4FBE-9110-DCF41510BB54,285705,5000,2016-02-12 11:25:00
3A557247-6042-4049-B149-5D01544634CA,309820,2500,2016-12-18 11:15:00
1BC4F074-8DB0-4187-80F0-6E74838E7BF9,294552,2500,2016-06-20 14:26:00
AE12BA16-74B7-498F-BADB-50FB6CDB78E7,284034,2500,2016-01-06 20:26:00
BFBF7914-AF0C-4034-BA91-CA0944F5FC51,312885,2500,2017-02-14 16:00:00
BFBF7914-AF0C-4034-BA91-CA0944F5FC51,315269,2500,2017-04-06 16:25:00
90B0804B-DB43-411A-A445-4A8E966F3612,284545,2500,2016-01-16 20:20:00
572B644C-D70F-42EE-AD06-33621F9A4627,295205,5000,2016-06-26 21:28:00
E5814CE9-2CD7-4C9A-955B-83994267A171,294647,2500,2016-06-21 07:04:00
627F32B8-AEF7-424E-B840-FB2C7B1B19DD,289380,5000,2016-04-11 18:43:00
627F32B8-AEF7-424E-B840-FB2C7B1B19DD,322243,2500,2017-09-24 13:42:00
627F32B8-AEF7-424E-B840-FB2C7B1B19DD,315369,2500,2017-04-08 15:00:00
48C400E7-B65B-4403-94CA-518BE81B5484,311623,5000,2017-01-18 16:48:00
C987BB75-0AB3-4509-8506-28040A82BA31,291213,5000,2016-05-12 06:45:00
DC7696E0-94E6-45A0-B676-5D0EB741D410,294836,2500,2016-06-23 13:34:00
DC7696E0-94E6-45A0-B676-5D0EB741D410,300634,2500,2016-08-27 07:04:00
E4A04C1C-8C3B-4E8F-ACA0-0008E9A226D7,284698,5000,2016-01-20 18:12:00
8A38E22B-219F-4090-AB47-B50139328BCD,282580,2500,2015-12-17 13:53:00
D8E4E948-311A-430A-9878-CEBEA7B6430A,317024,5000,2017-05-22 14:09:00
D8E4E948-311A-430A-9878-CEBEA7B6430A,317024,5000,2017-05-22 14:09:00
D8E4E948-311A-430A-9878-CEBEA7B6430A,317024,5000,2017-05-22 14:09:00
F90AD240-2B4C-4881-9F0C-BDC364462B91,285647,5000,2016-02-10 20:43:00
7CE207D3-41BB-4956-841E-695F0A68C94B,310495,5000,2016-12-27 22:08:00
4D282473-0FBA-430A-BE90-22EBD3DD20C7,292796,5000,2016-05-27 16:08:00
AC6EEFEA-FD3A-4C31-BAB4-1716AFF19CFD,292718,10000,2016-05-26 15:31:00
AC6EEFEA-FD3A-4C31-BAB4-1716AFF19CFD,298160,5000,2016-07-28 16:04:00
AC6EEFEA-FD3A-4C31-BAB4-1716AFF19CFD,298160,2500,2016-07-28 16:04:00
AC6EEFEA-FD3A-4C31-BAB4-1716AFF19CFD,292718,10000,2016-05-26 15:31:00
5194FBE0-B56F-4488-B4D7-5EB5CC642298,314296,2500,2017-03-14 17:47:00
5194FBE0-B56F-4488-B4D7-5EB5CC642298,314301,2500,2017-03-14 18:51:00
5194FBE0-B56F-4488-B4D7-5EB5CC642298,314677,5000,2017-03-22 17:14:00
F5226B6E-DC27-4BEB-89D1-96C8176D3EE5,286275,5000,2016-02-22 16:53:00
F5226B6E-DC27-4BEB-89D1-96C8176D3EE5,286403,5000,2016-02-25 19:38:00
ACFC76FD-1E1D-4FE7-8DF3-E31D7D54929A,320395,5000,2017-08-16 09:11:00
ACFC76FD-1E1D-4FE7-8DF3-E31D7D54929A,320395,5000,2017-08-16 09:11:00
ACFC76FD-1E1D-4FE7-8DF3-E31D7D54929A,320395,5000,2017-08-16 09:11:00
406805BF-4F18-474F-9FE4-DA2E68F28586,286980,2000,2016-03-06 17:49:00
D87697BE-494D-4589-BC65-8CBA2F86A53E,309371,10000,2016-12-11 23:44:00
A3A7D633-2FF5-4A1A-B0C5-66FAA1924C8D,302882,5000,2016-10-02 15:42:00
A3A7D633-2FF5-4A1A-B0C5-66FAA1924C8D,314989,2500,2017-03-29 21:23:00
A3A7D633-2FF5-4A1A-B0C5-66FAA1924C8D,309717,5000,2016-12-16 15:14:00
A3A7D633-2FF5-4A1A-B0C5-66FAA1924C8D,315017,2500,2017-03-30 20:18:00
A3A7D633-2FF5-4A1A-B0C5-66FAA1924C8D,302844,2500,2016-10-01 21:16:00
E785CF4A-3137-4852-992E-78DF0FE375EF,306256,5000,2016-11-17 09:34:00
E785CF4A-3137-4852-992E-78DF0FE375EF,306256,5000,2016-11-17 09:34:00
B247D351-B0D2-488E-A592-8FD275E9FE90,319608,2500,2017-07-27 20:30:00
6021105E-D40D-4BB1-9F61-896DF78537AD,291237,5000,2016-05-12 15:35:00
1EF43E51-F35E-4C1A-B2E4-D9B02029ACD8,318859,10000,2017-07-08 18:46:00
6B6AD0FC-BE54-4555-8851-1E8392005858,323398,2500,2017-10-26 12:56:00
6B6AD0FC-BE54-4555-8851-1E8392005858,323448,2500,2017-10-27 14:04:00
1C09EA5C-AE4D-4E98-9FDB-A0D0719A83B2,314636,2500,2017-03-21 18:16:00
D2C6E1EB-CD54-4E37-B54D-0EF18A9256CF,303492,10000,2016-10-10 16:25:00
9F3521D0-1519-499B-9147-DBC544738DC1,287040,5000,2016-03-07 15:42:00
5957493D-6AFD-4F7A-BC9E-AE7532662C7D,308496,5000,2016-12-03 20:55:00
D652E98C-C71E-4B9D-9E99-63B656305B08,288025,5000,2016-03-22 09:55:00
79DFB837-896F-4D4C-8541-753C28D1CA08,305779,5000,2016-11-11 14:10:00
DC93E669-56EC-494F-A2BB-A5C4C0DD772C,284986,10000,2016-01-26 16:01:00
03564836-1073-42F3-8C84-B03EFB71CCE9,318651,2500,2017-07-03 15:28:00
857B6C63-F7A5-4AD5-8B65-81AF25445906,322887,2500,2017-10-12 15:26:00
857B6C63-F7A5-4AD5-8B65-81AF25445906,305567,2500,2016-11-09 09:30:00
AC584C4C-A5CE-4CFD-8B46-70C7A5E6D143,291955,2500,2016-05-16 15:10:00
266FFB95-EE5E-460D-81DD-E1820BD10D89,303570,5000,2016-10-12 11:26:00
B56709DF-0A10-4636-950F-9AD4CE166933,304540,2500,2016-10-26 16:44:00
BF40AE55-2D61-4689-BC57-8CD22738E972,310736,2500,2017-01-02 14:29:00
BF40AE55-2D61-4689-BC57-8CD22738E972,310735,5000,2017-01-02 14:02:00
BF40AE55-2D61-4689-BC57-8CD22738E972,286257,10000,2016-02-21 20:41:00
BF40AE55-2D61-4689-BC57-8CD22738E972,301434,10000,2016-09-09 11:43:00
DD852A3E-B756-4BF6-B2D3-382453126189,323038,10000,2017-10-15 22:11:00
DD852A3E-B756-4BF6-B2D3-382453126189,323459,10000,2017-10-27 16:17:00
DD852A3E-B756-4BF6-B2D3-382453126189,323508,10000,2017-10-28 17:40:00
B01AFA16-C159-428D-B359-AEAFC4EA3984,288680,5000,2016-04-01 18:38:00
D6C3F448-8675-4E14-AD0C-BB90A3233E6A,315187,5000,2017-04-04 15:17:00
7F799C84-1EF5-4829-9303-00C1246C76DF,289505,2500,2016-04-14 08:29:00
3B1931D0-31A6-4884-8E27-661CEDEA0DB2,303944,5000,2016-10-17 21:33:00
846703D2-540B-40D2-A455-7015B301BFEE,287200,10000,2016-03-09 23:26:00
99280440-E898-402E-92A5-2B6E522534A7,293674,5000,2016-06-10 22:13:00
4DF41166-2DE5-4180-B1BB-06785719929D,315886,5000,2017-04-24 18:24:00
4DF41166-2DE5-4180-B1BB-06785719929D,315902,5000,2017-04-25 13:49:00
4DF41166-2DE5-4180-B1BB-06785719929D,318882,5000,2017-07-09 13:34:00
4DF41166-2DE5-4180-B1BB-06785719929D,318882,5000,2017-07-09 13:34:00
4DF41166-2DE5-4180-B1BB-06785719929D,318884,2500,2017-07-09 13:38:00
4DF41166-2DE5-4180-B1BB-06785719929D,318884,2500,2017-07-09 13:38:00
4DF41166-2DE5-4180-B1BB-06785719929D,308476,2500,2016-12-03 18:50:00
4DF41166-2DE5-4180-B1BB-06785719929D,308331,5000,2016-12-02 17:58:00
E2F9B985-0ABE-463B-BBA7-14F7BF3D9B57,320264,10000,2017-08-12 18:19:00
0BAD5381-F4B5-4EB1-B2A7-271DC3FFFC0B,287606,5000,2016-03-16 14:47:00
5E50BA0E-1F94-4C0E-B141-59B3DE0ADBC4,303441,5000,2016-10-09 18:24:00
5E50BA0E-1F94-4C0E-B141-59B3DE0ADBC4,303871,5000,2016-10-16 18:42:00
5E50BA0E-1F94-4C0E-B141-59B3DE0ADBC4,303208,2500,2016-10-06 18:37:00
4C4EA5DF-F6E8-4A39-8A71-C2539A96B02C,300880,2500,2016-08-30 19:31:00
31BB6D4E-4B56-4F60-B3F0-500FBA8C7B61,308232,5000,2016-12-02 00:46:00
31BB6D4E-4B56-4F60-B3F0-500FBA8C7B61,311959,5000,2017-01-26 13:38:00
CE1A12AF-4D85-4555-B276-CEA6BFB516AD,320741,2500,2017-08-24 13:07:00
4946223C-2641-499E-A8F9-4042BA72A49C,300117,10000,2016-08-18 17:16:00
F42404E7-3801-48D4-92A8-61F2F4AB3968,290726,2500,2016-05-03 07:38:00
474BDBFE-AC6C-4339-B147-204FE72E121E,291273,5000,2016-05-13 00:24:00
474BDBFE-AC6C-4339-B147-204FE72E121E,303569,10000,2016-10-12 11:21:00
7EE54DEB-917A-4ED6-9C91-70402AD3F4F3,303825,2500,2016-10-16 13:26:00
7EE54DEB-917A-4ED6-9C91-70402AD3F4F3,303355,5000,2016-10-08 11:44:00
BBF0E148-6E8D-4533-9624-C6DCCFCCD173,289109,2500,2016-04-07 21:37:00
BBF0E148-6E8D-4533-9624-C6DCCFCCD173,289109,2500,2016-04-07 21:37:00
89504D20-E4F2-48DD-AB0D-8ED6AFEA553D,306585,2500,2016-11-20 21:16:00
9C1F74F6-BF8F-4FED-AA37-77850CDE10CF,303822,2500,2016-10-16 12:47:00
BFD9E46F-087C-4AEB-A21C-8A8367A09257,318917,5000,2017-07-10 16:18:00
A6BA9708-F188-4D0F-8888-B303DCE550AD,312656,10000,2017-02-10 20:22:00
AA334F24-5397-467E-AD8C-2F5FE0AC2A0E,283328,10000,2015-12-25 22:50:00
FDBCC6E7-A61C-4D9D-B5D2-C447023E5873,303949,2500,2016-10-18 09:07:00
FDBCC6E7-A61C-4D9D-B5D2-C447023E5873,303949,2500,2016-10-18 09:07:00
D865992D-F9E2-4516-A4D6-B0F3B01F5093,289060,2000,2016-04-07 10:43:00
1796E0F7-9297-4BA2-89A1-F8FD3BD1C116,304091,2500,2016-10-20 10:34:00
5CEE86AA-3006-4136-9DD5-79FFFD4BEBCF,288438,2500,2016-03-29 22:43:00
989FE04D-B162-4434-824E-0BD48A0E5D31,282629,5000,2015-12-18 07:46:00
E14FA327-FD0D-4B97-9978-A8073C57B198,303040,5000,2016-10-04 18:09:00
D7E06915-18C4-43F0-BDE0-4F30E7F44C49,321188,5000,2017-09-02 20:06:00
FE780F0B-FDC4-4DA9-AEF6-3BD3C3857E8E,311871,2500,2017-01-23 14:40:00
E91C2FCC-5875-4617-9464-30AA7DA1776E,303557,10000,2016-10-11 23:21:00
21396CE6-30A5-4C5C-81E9-66F7149F1E42,313913,5000,2017-03-07 10:28:00
2959EFC3-4DAD-4948-9DAE-2679CD6D7254,322261,2500,2017-09-24 22:28:00
2959EFC3-4DAD-4948-9DAE-2679CD6D7254,311493,2500,2017-01-15 13:14:00
2959EFC3-4DAD-4948-9DAE-2679CD6D7254,292398,5000,2016-05-21 12:20:00
2959EFC3-4DAD-4948-9DAE-2679CD6D7254,316430,5000,2017-05-07 22:48:00
2959EFC3-4DAD-4948-9DAE-2679CD6D7254,301620,2500,2016-09-11 21:43:00
1934C59A-2D80-4363-ABE6-6459F67E4465,311554,5000,2017-01-16 17:58:00
4BD27932-F534-4D9E-937D-0A38B0833071,322888,2500,2017-10-12 15:30:00
4BD27932-F534-4D9E-937D-0A38B0833071,305568,2500,2016-11-09 10:00:00
9DB4C32B-A4FA-407B-B492-313E0BA2E478,282592,5000,2015-12-17 16:09:00
A07188B6-A987-48B4-BCB4-ED8903136C70,283998,2000,2016-01-05 21:00:00
21587F1C-BF1C-4434-AD4C-28903EF95883,307931,5000,2016-11-29 08:21:00
21587F1C-BF1C-4434-AD4C-28903EF95883,316383,2500,2017-05-07 08:37:00
2ADBECB7-7502-4C5E-B504-2DB696B31FBA,319205,2500,2017-07-17 17:50:00
2ADBECB7-7502-4C5E-B504-2DB696B31FBA,319205,2500,2017-07-17 17:50:00
2ADBECB7-7502-4C5E-B504-2DB696B31FBA,318915,2500,2017-07-10 14:10:00
2ADBECB7-7502-4C5E-B504-2DB696B31FBA,318915,2500,2017-07-10 14:10:00
2ADBECB7-7502-4C5E-B504-2DB696B31FBA,319205,5000,2017-07-17 17:50:00
2ADBECB7-7502-4C5E-B504-2DB696B31FBA,319205,5000,2017-07-17 17:50:00
2ADBECB7-7502-4C5E-B504-2DB696B31FBA,319205,2500,2017-07-17 17:50:00
2ADBECB7-7502-4C5E-B504-2DB696B31FBA,319205,2500,2017-07-17 17:50:00
D75B61DC-B7D5-459F-B31F-8224EBAB20B0,298592,2500,2016-08-02 18:35:00
CB712A69-D0A1-4DE0-BA26-8BEBDCF67414,285376,5000,2016-02-05 07:23:00
FC6AEECB-4735-45E7-A8E5-A81A87A7C27C,314253,2500,2017-03-13 18:57:00
A24A1D7F-D77E-4C3C-A684-6FFF88857FCE,304969,2500,2016-11-01 21:35:00
EA2CE3C4-6108-466F-A20E-9AFA289E4D6E,293562,5000,2016-06-09 14:23:00
E0A8DEFE-397D-4FEA-A597-2193B682F943,298313,2500,2016-07-30 13:49:00
E0A8DEFE-397D-4FEA-A597-2193B682F943,298324,2500,2016-07-30 14:42:00
966C530C-2B0D-4850-93E5-3F3890927B0C,289494,2500,2016-04-13 20:01:00
966C530C-2B0D-4850-93E5-3F3890927B0C,288818,5000,2016-04-03 19:34:00
0F4912E1-3B09-411C-94DE-84F9A60276FF,317297,5000,2017-05-31 11:58:00
0F4912E1-3B09-411C-94DE-84F9A60276FF,300869,2500,2016-08-30 17:37:00
0F4912E1-3B09-411C-94DE-84F9A60276FF,294155,5000,2016-06-17 10:06:00
0F4912E1-3B09-411C-94DE-84F9A60276FF,294712,5000,2016-06-21 20:06:00
2D1A0F43-9C89-4CD3-A8CC-E905D726E490,282422,3000,2015-12-14 21:11:00
3D5076D1-BAF1-4CF5-99E0-27EDB9ED9D41,315184,10000,2017-04-04 13:56:00
3D5076D1-BAF1-4CF5-99E0-27EDB9ED9D41,317122,5000,2017-05-26 01:52:00
3D5076D1-BAF1-4CF5-99E0-27EDB9ED9D41,315715,10000,2017-04-19 16:37:00
FF7E666F-01B7-4CBC-86E4-B61140C27724,287409,2500,2016-03-12 22:06:00
96020100-9193-4F3D-ACEF-2318CF5D2096,286504,3000,2016-02-27 15:24:00
96020100-9193-4F3D-ACEF-2318CF5D2096,290789,3000,2016-05-04 11:31:00
4957AF16-F2DC-4723-A76B-238625E9E7FD,318395,2500,2017-06-26 21:40:00
454BE874-E9BB-4E12-8E67-EA4BEAEB2FD3,288835,5000,2016-04-03 22:42:00
5B47CBF4-1A58-44BD-9E6A-C8E2A918D5D8,284779,2500,2016-01-22 00:57:00
30DC283D-37B4-4380-B917-5360ADB6E5EE,299304,2500,2016-08-10 15:26:00
9702D6FC-99FB-41D7-B8C5-C96FDFC45F98,314084,2500,2017-03-10 20:16:00
9702D6FC-99FB-41D7-B8C5-C96FDFC45F98,311732,2500,2017-01-20 19:12:00
9702D6FC-99FB-41D7-B8C5-C96FDFC45F98,311732,2500,2017-01-20 19:12:00
4701AEC5-8D95-4587-AC1E-37D48066B267,289721,5000,2016-04-17 19:28:00
E4C70D68-4E11-42C4-8A7A-96A1E518F71A,285240,5000,2016-02-01 14:45:00
E4C70D68-4E11-42C4-8A7A-96A1E518F71A,285240,2500,2016-02-01 14:45:00
8BD8D1D5-DF00-41C1-9781-26B9D1AD38F7,291140,5000,2016-05-11 10:48:00
26C0F623-4D3C-485B-B0F5-CBD2FC748CC8,288766,5000,2016-04-03 08:46:00
B6B60347-7550-46BC-9EE7-F7C2E1FEBF22,303553,2500,2016-10-11 20:47:00
68541465-1C00-4AF6-AAA7-E151DD2354D5,290611,2500,2016-04-30 14:27:00
68541465-1C00-4AF6-AAA7-E151DD2354D5,290611,2500,2016-04-30 14:27:00
B43E8EE7-E04E-446A-982C-0483DDD13062,301126,2500,2016-09-03 20:20:00
B43E8EE7-E04E-446A-982C-0483DDD13062,315343,5000,2017-04-07 18:36:00
B43E8EE7-E04E-446A-982C-0483DDD13062,315108,5000,2017-04-01 18:57:00
1327BBB1-C004-4711-88C2-18D2E35DCD59,301017,2500,2016-09-02 13:30:00
6980D122-A296-4191-92A5-EB8CCB24CFE1,284330,5000,2016-01-12 20:23:00
D8F72346-F2F6-4A59-8189-EF9E590FCB57,306030,5000,2016-11-13 20:39:00
860110A1-3E64-42D2-8805-4433EC13501B,286135,10000,2016-02-19 14:11:00
96599DEE-12BD-4AF2-A3EF-2DCC4905EC19,289212,5000,2016-04-09 14:02:00
C50DE280-6AEF-4720-8984-FAA0F7DF40F6,322911,2500,2017-10-12 23:24:00
C50DE280-6AEF-4720-8984-FAA0F7DF40F6,313781,2500,2017-03-03 23:36:00
C50DE280-6AEF-4720-8984-FAA0F7DF40F6,309667,2500,2016-12-15 18:53:00
C50DE280-6AEF-4720-8984-FAA0F7DF40F6,284997,2500,2016-01-26 19:19:00
818BAF16-FF71-445D-A122-3C15B2613D9B,309573,5000,2016-12-14 15:33:00
3CC80C23-7909-410D-8D58-94CD0E0FEE23,305737,5000,2016-11-11 10:09:00
4D7B0E02-6AC4-4DF0-9D15-2AE064E53FDE,311968,2500,2017-01-26 16:18:00
3272056F-B47F-4DA1-A3C8-6A7F7D0C33E8,296082,2500,2016-07-05 15:02:00
35CB8283-854F-4D6A-A01F-AAFE262572D0,320077,2500,2017-08-07 18:51:00
35CB8283-854F-4D6A-A01F-AAFE262572D0,317177,2500,2017-05-27 17:54:00
9845F083-E357-4166-8C67-07B552609330,306285,2500,2016-11-17 15:22:00
9845F083-E357-4166-8C67-07B552609330,306285,2500,2016-11-17 15:22:00
9845F083-E357-4166-8C67-07B552609330,306285,2500,2016-11-17 15:22:00
9845F083-E357-4166-8C67-07B552609330,306285,2500,2016-11-17 15:22:00
9845F083-E357-4166-8C67-07B552609330,306285,2500,2016-11-17 15:22:00
9845F083-E357-4166-8C67-07B552609330,306285,2500,2016-11-17 15:22:00
9845F083-E357-4166-8C67-07B552609330,306285,2500,2016-11-17 15:22:00
9845F083-E357-4166-8C67-07B552609330,306285,2500,2016-11-17 15:22:00
9845F083-E357-4166-8C67-07B552609330,306285,2500,2016-11-17 15:22:00
9845F083-E357-4166-8C67-07B552609330,306285,2500,2016-11-17 15:22:00
9845F083-E357-4166-8C67-07B552609330,306285,2500,2016-11-17 15:22:00
9845F083-E357-4166-8C67-07B552609330,306285,2500,2016-11-17 15:22:00
2A09B63A-3E35-406F-BEA4-7FCD6D39FBC3,305287,2500,2016-11-05 15:50:00
2A09B63A-3E35-406F-BEA4-7FCD6D39FBC3,305287,2500,2016-11-05 15:50:00
8AA8B419-2535-4156-A494-8275FBD3DFED,285598,2500,2016-02-09 19:24:00
524C90BE-0C55-4EF7-A7BA-9E858413E297,302095,5000,2016-09-19 15:15:00
524C90BE-0C55-4EF7-A7BA-9E858413E297,313649,2500,2017-03-02 07:20:00
612335DF-2368-4FFB-B211-6A0539C3C42B,306582,2500,2016-11-20 20:35:00
A0FE6980-3652-40A7-8374-A6077CB14162,290046,10000,2016-04-24 16:25:00
27ECCFA1-F1DE-4842-840B-5C5AE449374B,303434,2500,2016-10-09 16:35:00
D6C5C7AC-1F6A-4661-B499-42CC23322413,296341,2000,2016-07-08 12:44:00
D6C5C7AC-1F6A-4661-B499-42CC23322413,308264,2500,2016-12-02 12:39:00
E1EEB4C5-A3D1-477C-92F3-A6F6882B6C47,306247,2500,2016-11-17 03:42:00
0CF65737-A0CB-4D9A-B893-CB0B44529919,303677,5000,2016-10-14 11:04:00
0CF65737-A0CB-4D9A-B893-CB0B44529919,313025,5000,2017-02-17 11:34:00
A668BF2E-A23D-45DD-8E02-E7B30F425E77,323319,5000,2017-10-24 15:58:00
A668BF2E-A23D-45DD-8E02-E7B30F425E77,318233,2500,2017-06-22 16:28:00
A668BF2E-A23D-45DD-8E02-E7B30F425E77,312557,2500,2017-02-09 13:35:00
A668BF2E-A23D-45DD-8E02-E7B30F425E77,312557,2500,2017-02-09 13:35:00
87545B01-D7E0-47E5-91A0-651A919A1ECA,286112,2500,2016-02-18 22:05:00
EE449447-52BB-4812-A7D1-122A098A745F,309569,5000,2016-12-14 14:45:00
396C5AB9-A4D2-414A-AE2F-2AD03267A5E9,310854,5000,2017-01-04 17:48:00
396C5AB9-A4D2-414A-AE2F-2AD03267A5E9,310854,2500,2017-01-04 17:48:00
396C5AB9-A4D2-414A-AE2F-2AD03267A5E9,282396,5000,2015-12-14 17:09:00
396C5AB9-A4D2-414A-AE2F-2AD03267A5E9,322807,5000,2017-10-09 13:32:00
396C5AB9-A4D2-414A-AE2F-2AD03267A5E9,313895,5000,2017-03-06 14:36:00
1E83BF97-38F4-454F-ACCB-7FD5303A58DF,297627,2500,2016-07-22 13:54:00
A11F9596-97C6-484B-9162-874204B761F0,311740,2500,2017-01-20 23:23:00
3A4D1B57-7FD9-4AE0-8C6C-7AA482FDAB3F,287444,5000,2016-03-13 20:45:00
3CA11D30-E920-4C4E-9D0E-9D0CC2178F5A,282490,2500,2015-12-16 00:33:00
6B17D088-9135-4D06-A60C-9C4764F5A76C,297284,5000,2016-07-18 17:19:00
40BBD200-116A-40D4-9FA6-C0FE6C976493,323813,2500,2017-11-04 16:35:00
40BBD200-116A-40D4-9FA6-C0FE6C976493,284153,2500,2016-01-08 17:11:00
40BBD200-116A-40D4-9FA6-C0FE6C976493,283943,2500,2016-01-04 18:18:00
03A1BFBE-5985-47EF-A4A9-7DC695DBE378,302605,2500,2016-09-28 17:54:00
C30CD85C-7581-4B8A-A1AB-5C7EA6621C23,286929,10000,2016-03-05 23:58:00
C30CD85C-7581-4B8A-A1AB-5C7EA6621C23,309694,2500,2016-12-16 11:42:00
1B8D8842-0B56-4C02-8254-5209E4784E58,305584,2500,2016-11-09 14:01:00
9E258A4E-CD7A-46D7-A290-5DF17B6C92AF,289564,5000,2016-04-15 06:06:00
9E258A4E-CD7A-46D7-A290-5DF17B6C92AF,285447,5000,2016-02-06 10:20:00
9E258A4E-CD7A-46D7-A290-5DF17B6C92AF,294425,5000,2016-06-19 08:33:00
9E258A4E-CD7A-46D7-A290-5DF17B6C92AF,300293,5000,2016-08-22 08:31:00
0B1CB151-58FB-4BD5-8BA2-394BCC95B5B0,315561,2500,2017-04-13 23:08:00
26240926-B172-4D22-A6F8-E29B709F45E7,286697,2500,2016-03-02 15:37:00
5094EADA-B8FB-4C24-9FDE-FEFEEB406191,322373,5000,2017-09-27 09:33:00
88ED03C9-AD35-4AC4-AD03-2384D165E16C,301316,5000,2016-09-06 21:29:00
E9EAFACC-8641-4BD1-8743-64A65284DBA7,304663,10000,2016-10-28 14:05:00
488FB2BE-51BE-456D-8705-B67706C34223,306835,10000,2016-11-24 14:48:00
488FB2BE-51BE-456D-8705-B67706C34223,306835,10000,2016-11-24 14:48:00
14B9EDE6-71DE-4A54-9700-37A588F952FF,284953,2500,2016-01-25 18:29:00
04EC2BC3-EC73-4B6B-AE72-A1EEAB48C5C7,286953,5000,2016-03-06 12:24:00
04EC2BC3-EC73-4B6B-AE72-A1EEAB48C5C7,286952,2500,2016-03-06 12:24:00
F4274E95-F8D5-4E2F-AB66-9241A910FD63,285209,5000,2016-01-31 16:25:00
F4274E95-F8D5-4E2F-AB66-9241A910FD63,297657,5000,2016-07-22 16:48:00
F4274E95-F8D5-4E2F-AB66-9241A910FD63,286751,5000,2016-03-03 17:12:00
F4274E95-F8D5-4E2F-AB66-9241A910FD63,304215,2500,2016-10-21 11:37:00
F4274E95-F8D5-4E2F-AB66-9241A910FD63,304216,5000,2016-10-21 11:38:00
7C209A06-FC98-4322-84CA-98B035DE4905,283353,2500,2015-12-26 16:29:00
3910D230-7913-4E3D-B4D0-BB239790CBCD,288049,5000,2016-03-22 16:14:00
0DCB1A59-E597-4192-B61F-47C82A914480,285144,5000,2016-01-30 11:12:00
8AE80E29-30ED-4687-93CA-104C4D6BB577,313811,5000,2017-03-04 14:35:00
44F81B48-EEB5-4373-9A13-CA1FD6C95FDC,321217,5000,2017-09-03 15:55:00
DBE56F5A-9B4C-47B0-AFD4-AAA6B0913959,282434,5000,2015-12-15 09:56:00
B01B25A1-FCE8-454B-A735-C45D3A638BD3,302650,2500,2016-09-29 15:03:00
F6CD9FDC-58A7-47BE-9226-47DD210840FA,288618,5000,2016-04-01 13:40:00
F6CD9FDC-58A7-47BE-9226-47DD210840FA,288466,2500,2016-03-30 16:00:00
65AE61E9-F8DD-4B0F-8610-683D9A145EC5,286152,2500,2016-02-19 17:54:00
297FE1A8-447D-4314-A2A3-A5F4D5CA66B8,284768,2000,2016-01-21 18:14:00
