unique_member_identifier,OrderID,points,OrderDt
42DA2149-6AD3-4A64-BA7B-814F3EEC4F35,306049,2500,2016-11-14 11:02:00
158C4A4A-B5D1-4827-968F-ED707720E70B,285395,5000,2016-02-05 13:15:00
51823364-3A59-47E3-AEA4-2A7B4F99529F,288588,2500,2016-03-31 20:22:00
3734C9E7-1877-4173-8DD8-C946AA2ECF02,290540,5000,2016-04-29 10:45:00
CF6321FB-0D51-4969-B28F-AB08D745A373,322953,2500,2017-10-13 17:28:00
F52BDA7D-76DA-4291-9386-E09D3ABD5428,283541,2500,2015-12-30 12:43:00
B0EB02D8-53F5-49B2-ACEF-DF7E281F2A58,299336,5000,2016-08-10 19:10:00
31673712-A872-4531-A1CC-17ED064C10CD,287799,5000,2016-03-18 18:37:00
856ECEF4-B418-41CA-8474-366D2D7A770F,287622,10000,2016-03-16 17:41:00
773A5B55-3E0C-4BC1-BBA0-D64B8BCB2287,303549,2500,2016-10-11 20:16:00
E53DAD83-4C9B-4CAC-8828-05273E53E284,302547,2500,2016-09-27 17:21:00
AFD2D81E-DF6B-466E-848F-001A0A44D88A,289548,5000,2016-04-14 19:50:00
AFD2D81E-DF6B-466E-848F-001A0A44D88A,304276,2500,2016-10-21 21:54:00
53C8F1CA-BA0E-4418-BF84-3FC90911B797,316528,2500,2017-05-11 05:33:00
4A50AB61-5737-4132-AB51-9B8F49EFB880,303296,5000,2016-10-07 17:27:00
197FF22F-48DF-4A3B-8268-03D3418E7E14,310024,10000,2016-12-20 19:48:00
197FF22F-48DF-4A3B-8268-03D3418E7E14,301538,2500,2016-09-10 16:20:00
197FF22F-48DF-4A3B-8268-03D3418E7E14,303801,10000,2016-10-15 20:40:00
B785FDBC-15F7-4287-8BF4-93A10DA87052,296947,5000,2016-07-14 23:56:00
3219CE5D-8531-4033-AAF9-F3248E9F4502,289028,2500,2016-04-06 15:42:00
2C24D7E6-3E26-494C-A97D-2D0FB8F963CF,301026,5000,2016-09-02 15:22:00
2C24D7E6-3E26-494C-A97D-2D0FB8F963CF,284358,2500,2016-01-13 18:14:00
2C24D7E6-3E26-494C-A97D-2D0FB8F963CF,284358,2500,2016-01-13 18:14:00
2C24D7E6-3E26-494C-A97D-2D0FB8F963CF,284358,2500,2016-01-13 18:14:00
33050B0D-4557-404E-A9FB-78ECFC54AC6B,299451,2500,2016-08-12 02:40:00
691D925B-89CF-4AE9-B55F-1C6E8DC3020C,322456,2500,2017-09-29 15:30:00
691D925B-89CF-4AE9-B55F-1C6E8DC3020C,315366,2500,2017-04-08 14:23:00
691D925B-89CF-4AE9-B55F-1C6E8DC3020C,305139,5000,2016-11-03 21:45:00
02C210C4-3B9C-47D3-895F-DAB7F11451DD,302585,2500,2016-09-28 15:19:00
038AE8CF-C54D-4C8A-BC6E-019FE61F7808,315450,2500,2017-04-11 14:18:00
038AE8CF-C54D-4C8A-BC6E-019FE61F7808,315450,2500,2017-04-11 14:18:00
038AE8CF-C54D-4C8A-BC6E-019FE61F7808,305192,5000,2016-11-04 15:18:00
038AE8CF-C54D-4C8A-BC6E-019FE61F7808,321506,2500,2017-09-09 12:15:00
038AE8CF-C54D-4C8A-BC6E-019FE61F7808,317346,2500,2017-06-01 13:21:00
000AB492-55F3-4E79-8777-59547E9DCF3B,311907,2500,2017-01-24 17:24:00
561688FF-788A-4BF9-8E43-964C553196D5,301544,5000,2016-09-10 16:49:00
3E40CA52-B089-4BF1-B1B7-44D13489B621,288735,5000,2016-04-02 16:21:00
3E40CA52-B089-4BF1-B1B7-44D13489B621,323379,2500,2017-10-26 01:30:00
70752C5E-2C82-4881-985A-97AB1877AF14,283003,5000,2015-12-21 20:16:00
70752C5E-2C82-4881-985A-97AB1877AF14,287796,5000,2016-03-18 17:53:00
70752C5E-2C82-4881-985A-97AB1877AF14,287796,2500,2016-03-18 17:53:00
BFA20BB5-F56D-4DF7-9A22-12E01886EC09,291195,2500,2016-05-11 19:02:00
EAF26BC4-EBB3-4245-83F3-50E888EA2170,282706,2500,2015-12-18 21:10:00
1D6B8169-ABE0-427B-864D-F41E0F3DE0F2,305423,2500,2016-11-07 11:17:00
2336EDC5-C7DE-4F62-AB14-7D38387E8FD0,295824,2500,2016-07-02 15:07:00
153ACC3F-ED8F-48B1-B654-2B7F879B9C89,286411,2500,2016-02-26 08:09:00
153ACC3F-ED8F-48B1-B654-2B7F879B9C89,301085,2500,2016-09-03 13:01:00
153ACC3F-ED8F-48B1-B654-2B7F879B9C89,293223,2500,2016-06-03 15:30:00
8F9DFC49-B893-4476-83C0-C6FE2DF43B26,313773,2500,2017-03-03 20:08:00
C36A0554-F770-4659-A193-74359512429E,311395,2500,2017-01-13 19:02:00
E94D1BA8-4B8A-4A23-8D45-DFAE52CEF433,309050,5000,2016-12-09 08:57:00
43B55A2A-DA4C-462B-8453-E9B793684664,316752,2500,2017-05-16 18:26:00
43B55A2A-DA4C-462B-8453-E9B793684664,317164,2500,2017-05-27 14:59:00
43B55A2A-DA4C-462B-8453-E9B793684664,317311,2500,2017-05-31 16:29:00
016D0A0A-5DE6-409A-9A5D-2A01A2927D84,317614,2500,2017-06-08 09:08:00
F5E7A5FC-8D9B-47D4-B770-A42954E5ACAC,300544,5000,2016-08-25 17:15:00
F5E7A5FC-8D9B-47D4-B770-A42954E5ACAC,311095,5000,2017-01-07 15:52:00
F5E7A5FC-8D9B-47D4-B770-A42954E5ACAC,319947,5000,2017-08-05 11:06:00
F5E7A5FC-8D9B-47D4-B770-A42954E5ACAC,319948,2500,2017-08-05 11:06:00
16455B38-0E90-4CF2-B3B3-C2ABDEC16266,303857,5000,2016-10-16 17:36:00
16455B38-0E90-4CF2-B3B3-C2ABDEC16266,284531,2500,2016-01-16 17:29:00
7865393F-7447-4DE2-8FAD-D5FB728FCEDA,309154,5000,2016-12-10 04:25:00
AE7CED8D-06DB-42DF-8029-E1D04B57395B,283191,2500,2015-12-23 18:40:00
2FF5C135-3255-4E2E-BEB7-72C0EB2CE15A,295206,2500,2016-06-26 22:01:00
1C51388D-6417-4586-8542-89D4FA6FF694,310606,5000,2016-12-30 14:58:00
145DE4A8-3E81-43CE-8A6C-A628C2CAF783,323893,5000,2017-11-06 15:13:00
5BFF66A0-93D8-458A-A257-B0E934006FEA,289602,2500,2016-04-15 16:33:00
8659991C-B015-4A1C-8174-0BAA1191D702,306299,5000,2016-11-17 18:11:00
B4E28141-ACC1-4DD0-BEF1-4FB5A0D1E24E,305473,2500,2016-11-07 23:36:00
D02B499F-EF2A-43ED-9FFC-D6B416559B33,315323,5000,2017-04-07 15:16:00
D02B499F-EF2A-43ED-9FFC-D6B416559B33,323402,5000,2017-10-26 14:06:00
5813EC0E-7635-44D2-8E09-766F75E4670B,323605,5000,2017-10-30 16:51:00
63F51501-A8B3-4AA8-B910-14631329903E,300276,2500,2016-08-21 15:07:00
0C70BEC7-AD07-40D0-A377-7FC1051833DB,315843,5000,2017-04-23 11:28:00
0C70BEC7-AD07-40D0-A377-7FC1051833DB,315843,2500,2017-04-23 11:28:00
EB44749A-7041-44D9-9A0D-44C4B9394C6F,286636,2500,2016-03-01 13:15:00
E074F50D-3A4F-4D30-89EF-A275B064AB09,302026,2500,2016-09-18 05:33:00
DC59785B-911D-4EB6-A86E-0A1CDA3AAC15,285934,5000,2016-02-14 22:03:00
97910532-C145-4815-B550-4804FB09C44C,302166,5000,2016-09-20 20:23:00
AA735842-C4C6-4ECD-B623-BC6657C86E6C,284668,5000,2016-01-19 19:54:00
99DC1F37-2EB2-489C-AA1F-567B8F4E8763,284222,5000,2016-01-09 17:50:00
99DC1F37-2EB2-489C-AA1F-567B8F4E8763,314399,2500,2017-03-17 09:47:00
300585FB-3F2F-4045-8828-3FDC6148F3AB,303234,2500,2016-10-07 07:30:00
300585FB-3F2F-4045-8828-3FDC6148F3AB,303235,2500,2016-10-07 07:31:00
73F9023D-BD0E-4397-86DB-97F81818C9E3,321595,5000,2017-09-10 20:16:00
66E44029-1632-4F51-9EDF-6600F7325DF4,315406,2500,2017-04-09 16:16:00
40B3742C-6E3B-4833-BA22-37A98C02ECD1,288599,2500,2016-04-01 00:15:00
DE7CBFD7-6941-45D3-964D-536D6A25F094,282740,5000,2015-12-19 10:13:00
A6435022-00AC-4C0E-ABF5-2799BFAA8F04,314974,5000,2017-03-29 15:54:00
1475D47A-1851-4AB0-92DF-03CBD2A9CDF7,303759,5000,2016-10-15 15:29:00
1475D47A-1851-4AB0-92DF-03CBD2A9CDF7,316277,2500,2017-05-04 22:22:00
1475D47A-1851-4AB0-92DF-03CBD2A9CDF7,284335,2500,2016-01-12 22:00:00
1475D47A-1851-4AB0-92DF-03CBD2A9CDF7,293060,2500,2016-06-01 10:10:00
1475D47A-1851-4AB0-92DF-03CBD2A9CDF7,309036,2500,2016-12-08 22:07:00
1475D47A-1851-4AB0-92DF-03CBD2A9CDF7,314985,5000,2017-03-29 18:50:00
1475D47A-1851-4AB0-92DF-03CBD2A9CDF7,318695,2500,2017-07-05 11:55:00
1475D47A-1851-4AB0-92DF-03CBD2A9CDF7,323250,2500,2017-10-21 23:14:00
1475D47A-1851-4AB0-92DF-03CBD2A9CDF7,284334,5000,2016-01-12 21:43:00
1475D47A-1851-4AB0-92DF-03CBD2A9CDF7,288068,2500,2016-03-22 23:54:00
0E24893C-56BF-4801-AA62-B2969FE83A3B,304081,5000,2016-10-19 20:32:00
95BE7EFC-F8B9-4323-871D-53F0D813D70B,309034,2500,2016-12-08 20:28:00
95BE7EFC-F8B9-4323-871D-53F0D813D70B,309034,2500,2016-12-08 20:28:00
95BE7EFC-F8B9-4323-871D-53F0D813D70B,317200,2500,2017-05-29 11:54:00
65C0B789-4CEB-4F09-88C8-52BA9EEAFB78,321910,5000,2017-09-16 22:45:00
D6413904-EC1D-466F-B6DC-FA7B6EE211F7,320468,10000,2017-08-18 09:57:00
7FAA232F-5EA5-4DAE-B70D-CE49B9D1227D,306878,2500,2016-11-24 20:11:00
F23D2748-CF25-4EC1-94C6-EB4E84EEB42A,292424,5000,2016-05-21 16:07:00
F23D2748-CF25-4EC1-94C6-EB4E84EEB42A,305394,2500,2016-11-06 16:23:00
700268F7-9857-40D2-A01B-92919D4368E6,319077,2500,2017-07-14 17:10:00
E4F8B147-0542-4233-839F-BADB2E7036BC,309020,5000,2016-12-08 18:28:00
6DAFD3FB-D486-4ED5-9749-6CAC6CDBFA98,310512,5000,2016-12-28 14:44:00
4146641B-62E9-4EE6-9194-9F1E2F1C9B93,307963,5000,2016-11-29 13:12:00
11D608DB-C71E-41D2-992A-7DCA5601A333,302859,2500,2016-10-02 11:41:00
3A93163C-99CA-4004-B965-424DEE1AF782,287042,2500,2016-03-07 16:35:00
7135E9C0-E0CB-42A3-B262-2C3019730797,310913,2500,2017-01-05 16:01:00
6AC78E16-E4B3-4639-9EFE-758CCE4D5D3C,298081,2500,2016-07-27 16:38:00
5CE2B2C6-0FF9-4E87-B559-F9B55DD7462E,285546,5000,2016-02-08 13:23:00
B617D40D-FF60-4B6C-9996-DBB2D2F3FD6F,285167,2500,2016-01-30 16:48:00
DDEF2E52-FD54-4143-B57A-BC82F9787241,320898,2500,2017-08-27 10:09:00
43F95834-03FC-490D-8F72-A465DA2BA8DD,323129,5000,2017-10-19 12:33:00
43F95834-03FC-490D-8F72-A465DA2BA8DD,323129,2500,2017-10-19 12:33:00
E7A9BCBA-08F4-4DB7-B162-B7A8356A6F05,316368,5000,2017-05-06 15:43:00
E7A9BCBA-08F4-4DB7-B162-B7A8356A6F05,316148,5000,2017-04-30 16:36:00
415D513B-9411-46F6-8A84-51C544541652,285515,5000,2016-02-07 12:15:00
B180A29B-536D-4ECD-8111-EFB2C4918030,314512,5000,2017-03-18 20:01:00
47EE3E39-1921-4B8E-AEC3-5699DE6AD35A,310007,5000,2016-12-20 17:05:00
736B1822-BA58-4C00-99F4-560621410CC7,297800,2500,2016-07-23 23:53:00
736B1822-BA58-4C00-99F4-560621410CC7,287880,10000,2016-03-19 23:02:00
615E98A1-7468-482F-A749-FACE465AC3E1,299125,2500,2016-08-08 15:54:00
335DD76C-4AAC-4598-87BF-AAC7F57B695F,298161,10000,2016-07-28 16:10:00
335DD76C-4AAC-4598-87BF-AAC7F57B695F,298161,10000,2016-07-28 16:10:00
335DD76C-4AAC-4598-87BF-AAC7F57B695F,298161,2500,2016-07-28 16:10:00
9274FA03-0E4A-482B-837F-827B073CC887,301778,2500,2016-09-14 17:36:00
9274FA03-0E4A-482B-837F-827B073CC887,286500,2500,2016-02-27 14:34:00
DFA1C743-0D04-4916-A3FF-8966B8D5BCF4,306291,5000,2016-11-17 16:43:00
E5BA7522-A5E5-4EC3-87E9-39B89840D128,286602,2500,2016-02-29 20:21:00
E5BA7522-A5E5-4EC3-87E9-39B89840D128,286602,2500,2016-02-29 20:21:00
E5BA7522-A5E5-4EC3-87E9-39B89840D128,293028,2500,2016-05-31 16:08:00
E5BA7522-A5E5-4EC3-87E9-39B89840D128,301330,2500,2016-09-07 11:13:00
5236713F-3AA7-44A8-A4B5-5727C3F100DE,322497,2500,2017-09-30 17:13:00
8635B4EA-45D7-42C8-BCEE-C83E9E72C925,301067,2500,2016-09-03 02:09:00
8635B4EA-45D7-42C8-BCEE-C83E9E72C925,301065,10000,2016-09-03 02:02:00
8635B4EA-45D7-42C8-BCEE-C83E9E72C925,301066,2500,2016-09-03 02:05:00
8635B4EA-45D7-42C8-BCEE-C83E9E72C925,322896,2500,2017-10-12 17:54:00
25248CE4-F962-46E3-BAB8-286B46B23C63,310627,2500,2016-12-30 17:40:00
6206CA1E-B98A-4246-97EE-8EA7EA29040F,293079,2500,2016-06-01 16:25:00
6206CA1E-B98A-4246-97EE-8EA7EA29040F,290136,5000,2016-04-26 17:25:00
6206CA1E-B98A-4246-97EE-8EA7EA29040F,290654,5000,2016-05-01 12:13:00
6206CA1E-B98A-4246-97EE-8EA7EA29040F,321887,5000,2017-09-16 19:14:00
6206CA1E-B98A-4246-97EE-8EA7EA29040F,319663,5000,2017-07-28 19:38:00
7FD896CC-16C2-4667-8F35-BED7D524F083,302653,2500,2016-09-29 15:16:00
7FD896CC-16C2-4667-8F35-BED7D524F083,302654,2500,2016-09-29 15:20:00
FAC39C7D-D43F-41C3-92B0-A29806E4D245,283462,2500,2015-12-28 20:37:00
7A788377-DA02-4659-81A7-FA2AD8E20A99,303940,2500,2016-10-17 21:13:00
