Unique_member_identifier,Points,Adjustments,POSCineplex,POS,AccountOpenD2D,PacPadD2D,VISACineplex,VISA,VISAAccountOpen,CineplexIssue,CineplexRedeem,AdjustmentBNS,AdjustmentMaritz,AdjustmentCineplex,PointsScene,PointsCatalogOrders,CARAIssue,CARARedeem,AdjustmentCARA,BNSOther,AdjustmentBNSOther,VISAPrePaid,PointsTotal
D89F52DC-065B-4C72-872D-5F83854646A9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0
0C307C91-2FA7-4234-B02F-94CC3776B860,1971,0,0,0,0,0,0,0,0,1340,0,0,0,0,500,0,131,0,0,0,0,0,0
489C5610-10C6-4351-A0B3-6E1AB295D3E0,900,0,0,0,0,0,0,0,0,400,0,0,0,0,500,0,0,0,0,0,0,0,0
4B994543-01A5-465E-A0A0-08DFEE559B02,5117,0,0,117,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D1CEEEE3-AA80-49EB-9CDA-DB30B0D69FCC,5486,0,177,309,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651FFD3A-BCDA-4000-B2E6-E275DF3B2053,2551,0,25,26,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458D2B8E-1A57-4964-88B2-B47ADF46782F,247,0,39,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290709B2-D894-4BE9-B654-ED5062529679,5361,0,147,214,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1CD81949-0B53-4524-B1F9-1135279C5A76,2027,0,114,985,0,5000,0,4197,2000,724,-11500,0,0,0,500,0,7,0,0,0,0,0,0
D69F7E04-1519-43B4-92C0-8B2E6CF06C16,-78,0,71,-149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516EEED1-42E2-42FB-AC40-E9CCD8871394,3931,0,61,1614,0,0,80,5616,2000,60,-7000,0,0,0,500,0,0,0,0,1000,0,0,0
0437A85C-21B2-4747-9500-17794ADDB433,753,28,0,0,0,0,0,0,0,0,0,0,28,0,500,0,253,0,0,0,0,0,0
38B21C33-7828-4FC9-92DE-BFBA47471AB7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B6E30619-C8A6-475F-BF44-9510571C5F4B,3383,0,370,3013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0816D11B-A0FC-4888-932F-1F00E2418F68,1575,0,0,0,0,0,0,0,0,1325,0,0,0,0,250,0,0,0,0,0,0,0,0
E6A333D4-4009-435A-A08C-D7CE15626650,440,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,0,0
B97BF0C9-D2C2-48FD-B525-4999E53DC46A,390,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0
1B8CB62A-D01B-4A69-996D-3A4DFD5D7FAE,501,0,19,99,0,0,0,0,0,370,0,0,0,0,0,0,13,0,0,0,0,0,0
D5EF1A0D-75F4-4C7D-9BB3-F6177F02D051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52448D50-1F16-49F3-9148-CA5543A2289C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E87C2994-057C-4EEA-AA5B-025FB9911660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00FDC0B4-1545-4F0F-ADE3-9CE1B4762C9A,1275,0,41,482,0,0,0,0,0,0,0,0,0,0,752,0,0,0,0,0,0,0,0
13CEE8DE-9337-41D5-A38F-E1EA0AE02B7B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26114FC1-AF52-451A-B942-39CCF94033EA,1288,0,207,1806,0,5000,0,0,0,20,-6000,0,0,0,255,0,0,0,0,0,0,0,0
78B555C9-FFAA-4DD7-8D4F-46282369056B,2961,0,639,2322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5041257-97B6-4BA2-BB28-FB0FC6D3DABA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58D793CD-7AD3-415C-A6E3-C71D1D5D13FC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3BB68844-17B2-4CEA-BC73-31A25A1B6FCC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51407732-15F1-4495-9614-D9C506868AAF,725,0,0,0,0,0,0,0,0,475,0,0,0,0,250,0,0,0,0,0,0,0,0
EBF9E72B-89A9-410A-959E-2D5374BE0E5B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5E96ABE1-44E4-4397-AB79-6779B226C472,950,0,0,0,0,0,0,0,0,700,0,0,0,0,250,0,0,0,0,0,0,0,0
C4D8C320-9012-4B3A-9F1F-816252B9891C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E80DC613-AFAD-4C80-891F-11EDE07D0A1A,947,0,0,0,0,0,0,0,0,650,0,0,0,0,250,0,47,0,0,0,0,0,0
5883CC34-B7EF-4781-9C9B-EBCBD5D3B483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F69E166F-0E81-4697-9D78-743F0B4CE335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11348031-62B7-49DD-AA52-9F7852AA4CAE,5177,0,61,116,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74CBB2B5-978F-4E9B-8FF0-79034A82D632,8411,0,27,96,0,0,0,15181,2000,0,0,0,0,0,-8893,0,0,-1000,0,1000,0,0,0
040D0B46-E961-4D9B-AE53-CE7536283A56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9416C2DB-7EA9-4D08-8A1E-4E3F47761D2F,308,0,0,0,0,0,0,0,0,58,0,0,0,0,250,0,0,0,0,0,0,0,0
F52A1D5E-F0BC-4EF8-92E1-C2F64DC7EC5B,1285,0,544,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16008DFF-1633-434C-B44E-0BA2B20353F2,739,0,0,0,0,0,0,0,0,415,0,0,0,0,324,0,0,0,0,0,0,0,0
38C8F185-BFE7-409B-B7AE-3FCE114F96E4,1041,0,0,0,0,0,0,0,0,2791,-2000,0,0,0,250,0,0,0,0,0,0,0,0
AFC6490E-ED74-488C-A2DF-EBE6F39D6757,3085,0,0,0,0,0,0,0,0,3835,-1000,0,0,0,250,0,0,0,0,0,0,0,0
EE26D78A-C5D4-44FD-8F9E-6977F7AAB149,1061,0,365,1746,0,0,245,4755,2000,700,-9000,0,0,0,250,0,0,0,0,0,0,0,0
FE958D73-C1E8-4DF4-B94D-1AB90CB0ED3A,2975,0,850,2125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAB1EFA1-F471-40E9-955A-999902961F78,810,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,0,0,0,0,0,0,0
72119594-0292-4830-9FC5-02FBA5C065D4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEC812BE-BC96-404A-B0CC-862C0C967EE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8BACE80F-0C12-49EA-BD56-026239FA72E5,9344,0,49,1471,0,0,0,4824,2000,0,0,0,0,0,0,0,0,0,0,1000,0,0,0
E0D30532-4E11-41AD-BC89-81DF940EE193,2573,0,4,69,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16FE27FC-DE32-49AB-8B9F-AF9ADB49F6BB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684041A8-6567-4C9C-A690-EB810C47D95A,925,0,0,0,0,0,0,0,0,675,0,0,0,0,250,0,0,0,0,0,0,0,0
FCD0692B-6840-4A6F-9BBA-9C588E7F6915,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47A75F23-5541-48F2-AD43-18D65BC8F856,200,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0
4C5CA1E7-9CF4-4E26-BC60-ACF00F0177C4,5105,0,168,2437,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4641AB4A-7A07-4CCC-AC6E-FEE07A6125C2,425,0,0,0,0,0,0,0,0,0,0,0,0,0,425,0,0,0,0,0,0,0,0
2810E5E6-E4D0-4E95-81BA-280823798F15,5099,0,0,99,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18763105-CB6A-428F-92FF-2C52A67BA020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76C3839C-FDDF-4A28-B8C7-F0D911DD2494,552,0,56,152,0,0,25,3799,2000,20,-5500,0,0,0,0,0,0,0,0,0,0,0,0
19848C43-4397-45F4-8B33-5B1DF6D9C29E,400,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0
24002DE0-1C9A-452A-BCE7-CC362058C93C,879,0,0,0,0,0,0,0,0,0,0,0,0,0,879,0,0,0,0,0,0,0,0
4F043AC3-36E4-4DF1-A393-2FFBBE846F08,1064,0,0,0,0,0,0,0,0,814,0,0,0,0,250,0,0,0,0,0,0,0,0
57A5BD53-C232-4D03-9DE9-58D8CBD31288,2441,0,0,0,0,0,0,0,0,2050,0,0,0,0,339,0,52,0,0,0,0,0,0
81E36361-3170-45DD-A98C-A034466F7C3C,1350,0,0,0,0,0,0,0,0,1100,0,0,0,0,250,0,0,0,0,0,0,0,0
3F655807-E7A0-4607-A548-EE903F657AD7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
93F94C23-5674-4B11-BD1B-D367794BA70F,855,0,0,0,0,0,0,0,0,605,0,0,0,0,250,0,0,0,0,0,0,0,0
9961038D-7325-4F49-B59A-3F331F816062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F295D567-66E2-4D13-AB41-2DAE0F7CC5C7,400,0,0,0,0,0,0,0,0,150,0,0,0,0,250,0,0,0,0,0,0,0,0
C4DCADA8-A26C-4810-9B64-DDE8012F2026,781,0,0,0,0,0,0,0,0,531,0,0,0,0,250,0,0,0,0,0,0,0,0
370B15FA-A1FE-4A89-8AB9-50D862888B30,1127,0,532,1505,0,0,0,0,0,80,-1000,0,0,0,0,0,10,0,0,0,0,0,0
6E80CB90-B22B-4F3B-959E-490E3EB4D28C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8D886A70-F560-4C36-ADB7-C52D66C6040F,839,0,129,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4BC427BC-48C6-4CA9-9FC0-1BDA4A341DCB,904,0,0,0,0,0,0,0,0,654,0,0,0,0,250,0,0,0,0,0,0,0,0
AF568B02-FE33-4AB4-AB09-8CA3756F2FE2,415,0,0,0,0,0,0,0,0,0,0,0,0,0,415,0,0,0,0,0,0,0,0
67185181-140F-4C61-8B82-9D7D3265CF1C,2334,0,24,1807,0,0,0,0,0,400,0,0,0,0,56,0,47,0,0,0,0,0,0
FEB107CA-5DAF-4DE6-AD32-47BADBD9E716,625,0,0,0,0,0,0,0,0,280,-2000,0,0,0,2345,0,0,0,0,0,0,0,0
39D56BA7-52FE-42BA-B338-99C6067C76D2,779,0,0,0,0,0,0,0,0,100,0,0,0,0,250,0,429,0,0,0,0,0,0
C029E9B7-6922-4E05-93DF-02179555F560,950,0,0,0,0,0,0,0,0,700,0,0,0,0,250,0,0,0,0,0,0,0,0
91C5423B-C501-44CF-905E-3C161D655A08,845,0,0,0,0,0,0,0,0,595,0,0,0,0,250,0,0,0,0,0,0,0,0
45BBFE0C-D326-4BF2-9F5A-2539823FA6F6,250,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0
B8E1AA63-64B9-48FC-AB30-5691FFC00ED3,50,0,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6642E575-C4A4-429A-8761-0D442D424D4A,2715,0,2500,3215,0,0,0,0,0,0,-3000,0,0,0,0,0,0,0,0,0,0,0,0
657A0712-FC64-445C-9B60-3C2A8E26987D,450,0,0,0,0,0,0,0,0,200,0,0,0,0,250,0,0,0,0,0,0,0,0
A02027BC-D4DC-4516-A20F-A18E6D51CF48,2485,0,0,0,0,0,0,0,0,2075,0,0,0,0,373,0,37,0,0,0,0,0,0
DD8A023D-BBB6-4C21-9039-EC33C0D9B8CA,400,0,0,0,0,0,0,0,0,150,0,0,0,0,250,0,0,0,0,0,0,0,0
68F1822A-092C-452D-B2DF-3566727055A7,1479,0,0,0,0,0,0,0,0,100,0,0,0,0,1379,0,0,0,0,0,0,0,0
13C7BCF6-0878-4463-94FA-5E59214E7122,466,0,0,0,0,0,0,0,0,197,0,0,0,0,269,0,0,0,0,0,0,0,0
83B44CFB-994A-4657-B2AA-7B2B9702B2FF,1219,0,0,0,0,0,0,0,0,750,0,0,0,0,250,0,219,0,0,0,0,0,0
25167905-60FE-469F-97BF-05D773EA5107,451,0,0,0,0,0,0,0,0,323,0,0,0,0,122,0,6,0,0,0,0,0,0
031AAFFA-9095-4A7F-A186-ECE4FD3D5208,450,0,0,0,0,0,0,0,0,200,0,0,0,0,250,0,0,0,0,0,0,0,0
A7B198A6-F6BE-4E0E-9B25-261742D4A44B,577,0,0,0,0,0,0,0,0,0,0,0,0,0,577,0,0,0,0,0,0,0,0
70C9019E-AB66-4E8B-ABA1-42DD50E5C1E9,2660,0,0,0,0,0,0,0,0,2020,0,0,0,0,640,0,0,0,0,0,0,0,0
31CDD049-E3A4-46DE-BAC0-11F71919E706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77EBAD00-EC15-46B8-8DC7-A353E03FB843,260,0,0,0,0,0,0,0,0,1010,-1000,0,0,0,250,0,0,0,0,0,0,0,0
6C82A203-DCF4-4597-90E6-6A1E12550923,350,0,0,0,0,0,0,0,0,100,0,0,0,0,250,0,0,0,0,0,0,0,0
43B73CDE-5B84-480B-A411-55EDA6D85CFB,800,0,0,0,0,0,0,0,0,550,0,0,0,0,250,0,0,0,0,0,0,0,0
1A243A4B-1FD7-4DEF-9CCF-DD9322040EA8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE7AD481-D8FB-4EF5-83C1-899BF700FCC7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A729283F-7F5B-41E2-98C5-D91C33CC5F27,1411,0,0,0,0,0,0,0,0,1161,0,0,0,0,250,0,0,0,0,0,0,0,0
59F5AB17-491F-4BF2-9584-56DE6E486229,507,0,0,0,0,0,0,0,0,220,0,0,0,0,250,0,37,0,0,0,0,0,0
80647730-9799-4F3C-BA02-7D63BE324C9E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4DD4B05F-1BF4-4CC0-B0D6-ADDCA855D917,800,0,0,0,0,0,0,0,0,550,0,0,0,0,250,0,0,0,0,0,0,0,0
4C5D170B-E972-4E88-9270-A70FBDE0727D,1200,0,0,0,0,0,0,0,0,950,0,0,0,0,250,0,0,0,0,0,0,0,0
FE39A2F5-FE50-4322-8090-91302D774194,1284,0,0,0,0,0,0,0,0,0,0,0,0,0,1284,0,0,0,0,0,0,0,0
E8BED653-C32A-4DD7-91CD-6FFE44E5EAD0,1645,0,0,0,0,0,0,0,0,200,0,0,0,0,1445,0,0,0,0,0,0,0,0
796DAEC0-274C-4440-9D29-DA6756A41135,250,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0
BC4FB623-F6A4-4E98-8106-C7D6884DD675,137,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8A0884BC-C678-48E2-B219-F559F2239611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816A1115-08CB-4C05-8CF2-2308CC7D33B5,1468,0,0,0,0,0,0,0,0,1074,0,0,0,0,394,0,0,0,0,0,0,0,0
F4145F23-2992-4A72-AA6E-9B38A723175E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170CC627-6C35-4D1C-9814-BF6873D4B44A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26B2678F-4BE6-4061-92A0-08B7FB35A310,204,0,67,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FE6C646F-47E9-41EA-9B5C-05FD16B35203,2351,0,336,195,0,5000,0,0,0,654,-6000,0,0,0,150,0,16,0,0,2000,0,0,0
7B4C48DC-E7F3-4436-99EA-5917796A6CF5,255,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,5,0,0,0,0,0,0
FEF7A2D2-A4C9-40AB-AA8D-21F1B372FA37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5388D62-E781-4771-A400-7D6C1F5FC832,327,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,77,0,0,0,0,0,0
D8873BF2-9D4C-44AB-BD82-5EEB74DFA6C0,436,0,33,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900E147A-A451-4B65-98ED-68F11304A86D,6788,0,0,5788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0
158B9196-5254-417C-9F76-F494CA665FF3,2061,0,0,0,0,0,0,0,0,836,0,0,0,0,1225,0,0,0,0,0,0,0,0
F572D685-EF39-49E0-89FB-700BB21DA165,946,0,0,0,0,0,0,0,0,696,0,0,0,0,250,0,0,0,0,0,0,0,0
D49BC9F2-2E69-4CE7-BFB9-06247DEF710F,1012,0,22,8,0,0,0,0,0,0,0,0,0,0,982,0,0,0,0,0,0,0,0
045AB6E4-79EA-4C7A-AD87-2EE0574B8206,904,0,357,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4DD50F85-9926-4DD6-BB16-7C2915D14E77,318,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0,0
DE2924D2-3FC3-4149-BB51-B68E98EBF23F,350,0,0,0,0,0,0,0,0,100,0,0,0,0,250,0,0,0,0,0,0,0,0
8568CF3B-0F82-4FCF-8DB6-29DFBA2798A2,764,0,0,0,0,0,0,3120,2000,394,-5000,0,0,0,250,0,0,0,0,0,0,0,0
CD18F67B-A7F9-4EF4-BE59-8EB8D8DE3F82,2875,0,3,101,0,0,0,1521,2000,0,-1000,0,0,0,250,0,0,0,0,0,0,0,0
3D3CD103-CADB-4BBB-85EA-5ACF70EA4CE8,716,0,0,0,0,0,0,0,0,347,0,0,0,0,369,0,0,0,0,0,0,0,0
87D9A62A-BAE5-4718-9AFC-4FC71B3D83D3,450,0,0,0,0,0,0,0,0,200,0,0,0,0,250,0,0,0,0,0,0,0,0
C169C1D2-B117-4BE9-AFB7-FF089DDBE393,520,0,0,0,0,0,0,0,0,270,0,0,0,0,250,0,0,0,0,0,0,0,0
F76B9F12-7EE8-4F29-BB18-881FD2980278,1973,0,0,1662,0,0,0,0,0,0,0,0,0,0,250,0,61,0,0,0,0,0,0
85DEBD7D-9B56-406B-B464-D4E7DD32D499,1180,0,0,0,0,0,0,0,0,1861,-2000,0,0,0,1306,0,13,0,0,0,0,0,0
06D9C560-AE78-4205-BA0C-769782E1826D,700,0,0,0,0,0,0,0,0,450,0,0,0,0,250,0,0,0,0,0,0,0,0
62545DAE-59F6-4AB4-BE0D-0842D606E640,283,0,4,14,0,0,0,0,0,0,0,0,0,0,250,0,15,0,0,0,0,0,0
5283FCFF-479F-479C-88E9-A1AB2C88665B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A092545B-1349-4933-B322-53900405DF43,1467,0,0,0,0,0,0,0,0,1214,0,0,0,0,250,0,3,0,0,0,0,0,0
3C469670-890F-40F4-8E68-BB9D7AC3C722,440,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0
58AE7B46-E87C-4945-B712-DB6F3FDBFEBB,5074,0,32,42,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7001B569-DE75-498B-864A-9F984B51E7CF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADC18722-46A5-47F3-B81D-01FF7440D01C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB6E7AEF-125E-41F8-A5D3-96553E1CD07D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE6E56EC-B583-47AF-889A-83E3008241B1,610,0,0,0,0,0,0,0,0,610,0,0,0,0,0,0,0,0,0,0,0,0,0
4894D9EF-EC4A-4716-87B3-E5FCD5E081C1,643,0,0,0,0,0,0,0,0,150,0,0,0,0,493,0,0,0,0,0,0,0,0
11157203-71B0-4C5C-95B0-19E3D524516B,582,0,0,0,0,0,0,0,0,200,0,0,0,0,282,0,100,0,0,0,0,0,0
23FA45ED-4405-4EDA-B399-63A7A91F1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6E52A75D-E7AC-4BD3-B745-5CEF429A2039,578,0,42,466,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0
D6E42D09-D129-49F4-BBA7-77501F1C6D36,21002,0,620,219,0,5000,0,5163,2000,0,0,0,0,0,0,0,0,0,0,8000,0,0,0
18ECEBD2-21FC-4785-B6A8-5A7ED01549FD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
065D7C26-ACBD-4A71-8442-D8460048BB86,410,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0
A7580FCD-E84C-407E-8906-577D8F6805B1,660,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,410,0,0,0,0,0,0
937D7F1D-01B0-49C1-8728-6CAE6508E7D0,4843,0,424,1169,0,5000,0,0,0,0,-2000,0,0,0,250,0,0,0,0,0,0,0,0
17832948-41B0-4D73-A55E-961DA1EEFCA7,1179,0,323,368,0,0,0,0,0,200,0,0,0,0,250,0,38,0,0,0,0,0,0
20710A32-15A2-465A-94CB-F7B896F2738D,1243,0,0,0,0,0,0,0,0,1954,-1000,0,0,0,289,0,0,0,0,0,0,0,0
8C33335D-556F-449C-83B3-BC3FB1E4E724,550,0,0,0,0,0,0,0,0,300,0,0,0,0,250,0,0,0,0,0,0,0,0
E20D9BE4-1DCE-49E3-B894-E022E4A704CE,569,0,0,0,0,0,0,0,0,0,0,0,0,0,470,0,99,0,0,0,0,0,0
24809BC8-EF35-421B-88A4-22CD04E192BB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901DC1B7-4E4D-46DB-9884-A485185C6E74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65B96D57-53EB-46FC-90C0-AD9A97C4881A,710,0,0,0,0,5000,0,0,0,210,-4500,0,0,0,0,0,0,0,0,0,0,0,0
242E5931-F21E-4112-B023-58EDDC462EAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B71A4D59-089B-43DB-96E6-649AB7B9AEE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607A4237-8D00-4843-A270-A5E7F2789681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E28F9436-9DA1-4597-962F-5ABE786ECEB9,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
B2F5D496-0303-494D-8295-859355B0BBFB,326,0,0,1590,0,0,0,0,0,217,-1500,0,0,0,19,0,0,0,0,0,0,0,0
8F723D75-B1F9-4DBA-9B86-B6038861BD70,2265,0,0,0,0,0,0,0,0,200,0,0,0,0,1394,0,671,0,0,0,0,0,0
F9268E48-06F9-4957-A8DB-207AF72349CF,3727,0,0,0,0,0,0,0,0,3323,0,0,0,0,404,0,0,0,0,0,0,0,0
86AAA35E-33D1-49A8-8B0D-E8F999BDBBE4,408,0,0,0,0,0,0,0,0,0,0,0,0,0,394,0,14,0,0,0,0,0,0
00B8D206-FB69-4B51-A004-E90600E4BD0F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A136A173-B287-424D-9D09-8089EEC45246,4489,0,0,0,0,0,0,0,0,4189,0,0,0,0,300,0,0,0,0,0,0,0,0
7F3E966F-BF4E-4BA0-A368-0A6AE8617581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A80DCC41-7B3C-4A6C-88D2-96BA1E71B92D,2668,0,0,0,0,0,0,0,0,1994,0,0,0,0,662,0,12,0,0,0,0,0,0
1AD2D986-F2A8-4373-9A58-8FB91CE56673,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
DA9EC2DE-4BE4-4071-9688-F789BBF53AFE,1170,0,0,0,0,0,0,0,0,795,0,0,0,0,319,0,56,0,0,0,0,0,0
081AD440-7E3E-4778-AF7A-B25F06F3F34C,400,0,0,0,0,0,0,0,0,150,0,0,0,0,250,0,0,0,0,0,0,0,0
0E4BED38-80A4-4263-A8DF-5688D8D022C8,6046,-1000,118,508,1000,0,0,2420,2000,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
E8C4E725-4F3D-432F-A9F2-FA35E0AE8D18,1008,137,0,0,0,0,0,0,0,1030,-1000,0,37,100,855,0,123,0,0,0,0,0,0
61D2EB8A-BFC9-4099-8772-C7038C147B32,350,0,0,0,0,0,0,0,0,100,0,0,0,0,250,0,0,0,0,0,0,0,0
35BF6C72-B73B-4F2A-BB45-9A978F585753,500,0,0,0,0,0,0,0,0,250,0,0,0,0,250,0,0,0,0,0,0,0,0
C1E77996-878E-44F3-B474-8415466A6E08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570BB678-4168-49C0-9667-80C0EF135391,875,0,0,0,0,0,0,0,0,375,0,0,0,0,500,0,0,0,0,0,0,0,0
D70FECC8-236D-4FD6-8C2A-1FBCE07377F6,3291,0,9,3282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86B401CC-157B-4E2A-8127-2ECD1E8DEFD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716A6421-5C31-4EE5-9DB7-1D5E8B7FB1D5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA116ACA-B75F-4397-A307-E3546882A1E8,800,0,0,0,0,0,0,0,0,3550,-3000,0,0,0,250,0,0,0,0,0,0,0,0
780AF07B-3850-4F30-80E3-FB04ACC6F61A,1104,0,0,0,0,0,0,0,0,575,0,0,0,0,496,0,33,0,0,0,0,0,0
4FEC06E5-D114-4278-BB6B-A590A38ACC2C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
