LocationID,LocationCode,BrandCode,isCorporate,Name,Address,City,Province,PostalCode,OperatingStatus
553,7048,KEL,TRUE,Kelseys South Trail-Deerfoot  ,4307 130 Ave SE Unit 180,Calgary,Alberta,T2Z 3V8,Closed
554,7049,KEL,FALSE,Kelseys Richmond Hill         ,8715 Yonge St,Richmond Hill,Ontario,L4C 6Z1,Active
555,7050,KEL,TRUE,Kelseys Jasper Gates          ,14921 Stony Plain Rd NW,Edmonton,Alberta,T5P 4W1,Inactive
556,7052,KEL,TRUE,Kelseys MacLeod Trail         ,"","",Alberta,"",Inactive
557,7053,KEL,TRUE,Kelseys Nanaimo               ,4711 Rutherford Rd,Nanaimo,British Columbia,V9T 4K6,Closed
558,7054,KEL,TRUE,Kelseys Southland Mall        ,2665 Gordon Rd,Regina,Saskatchewan,S4S 6H7,Closed
559,7058,KEL,TRUE,Kelseys Victoria              ,325 Burnside Rd W,Victoria,British Columbia,V8Z 7L6,Closed
560,7059,KEL,TRUE,Kelseys St. Laurent           ,3310 Boul de la Cote-Vertu,Saint-Laurent,Quebec,H4R 1P8,Closed
561,7060,KEL,FALSE,Kelseys Ancaster              ,771 Golf Links Rd,Ancaster,Ontario,L9G 3K9,Active
562,7061,KEL,FALSE,Kelseys Orangeville           ,115 Fifth Ave,Orangeville,Ontario,L9W 5B7,Active
563,7062,KEL,FALSE,Kelseys Bayfield              ,458 Bayfield Street,Barrie,Ontario,L4M 5A2,Active
564,7064,KEL,FALSE,Kelseys Stoney Creek          ,200 Centennial Pky N,Hamilton,Ontario,L8E 4A1,Closed
565,8814,ESM,FALSE,ESM Pronto Woodstock          ,680 Highway 401 Eastbound,Woodstock,Ontario,N4S 7W8,Closed
566,8815,ESM,TRUE,ESM Pronto Hamilton           ,1275 Barton Street East,Hamilton,Ontario,L8H 2V4,Closed
567,8816,ESM,FALSE,ESM Sudbury Lasalle           ,900 Lasalle Blvd.,Sudbury,Ontario,P3A 5W8,Active
568,1762,SWI,FALSE,"SC-Terminal 3, Miss           ",6300 Silverdart Dr,Mississauga,Ontario,L5P 1B2,Closed
569,1763,SWI,FALSE,Barrie View & Mapleview Barrie,85 Barrie View Dr.,Barrie,Ontario,L4N 8V4,Active
570,1764,SWI,FALSE,Terry Fox & Edgewater-Kanata  ,653 Terry Fox Dr,Kanata,Ontario,K2L 4E7,Active
571,1765,SWI,FALSE,"SC-Pickering, Ontario         ",6303 Airport Road,Mississauga,Ontario,L4V 1R8,Closed
572,1766,SWI,FALSE,Prospect St & Smythe St Freder,961 Prospect St,Fredericton,New Brunswick,E3B 2T7,Active
573,1767,SWI,FALSE,Regent St/Algonquin Rd Sudbury,2309 Regent St,Sudbury,Ontario,P3E 6K7,Active
574,1768,SWI,FALSE,Victoria & Frederick Kitchener,1151 Victoria St N,Kitchener,Ontario,N2B 3C8,Active
575,1769,SWI,FALSE,Edinburgh Rd & Stone Rd Guelph,502 Edinburgh Rd S,Guelph,Ontario,N1G 4Z1,Active
576,1770,SWI,TRUE,"SC-9222 Keele St, Concord     ",9222 Keele St,Concord,Ontario,L4K 5A3,Closed
577,1771,SWI,FALSE,Waynegretzky Parkway/Lynden Rd,84 Lynden Rd,Brantford,Ontario,N3R 6B4,Active
578,1772,SWI,FALSE,"SC-Lacewood Drive, Halifax    ",358 Lacewood Dr,Halifax,Nova Scotia,B3S 1M7,Active
579,1773,SWI,FALSE,Upper James & Stonechurch Hami,1317 Upper James St,Hamilton,Ontario,L9C 3B3,Active
580,1774,SWI,FALSE,Montrose & Thorold Stone Rd Ni,3770 Montrose Rd,Niagara Falls,Ontario,L2H 3K3,Active
581,1775,SWI,FALSE,Woodbine Ave/Denison St Markha,7359 Woodbine Ave,Markham,Ontario,L3R 1A7,Active
582,1776,SWI,FALSE,SC Plus-Weston & Rutherford   ,3737 Rutherford Rd. RR 2,Woodbridge,Ontario,L4L 1A6,Active
583,1778,SWI,FALSE,Strathy & William St Cobourg  ,70 Strathy Rd,Cobourg,Ontario,K9A 5X4,Active
584,1779,SWI,TRUE,"SC-Regina, Saskatchewan       ",Victoria & Prince of Wales Drive,Regina,Saskatchewan,"",Closed
585,1780,SWI,FALSE,Swiss -Hespeler Rd            ,506 Hespeler Rd,Cambridge,Ontario,N1R 6J7,Active
586,1781,SWI,FALSE,Swiss -Keaneston Common       ,1663 Kenaston Blvd,Winnipeg,Manitoba,R3P 2M4,Active
587,1782,SWI,FALSE,"SC-Westney&Taunton, North Ajax",1993 Salem Rd N,Ajax,Ontario,L1T 0J9,Active
588,1783,SWI,FALSE,Swiss -52nd and McKnight      ,5455 Falsbridge Dr. NE,Calgary,Alberta,T3J 3E8,Active
589,1784,SWI,FALSE,Swiss -Starbank               ,427 Norwich Avenue,Woodstock,Ontario,N4S 3W4,Active
590,1785,SWI,FALSE,Swiss-Glendale & 406          ,344 Glendale Avenue,St. Catharines,Ontario,L2T 4E3,Active
591,1786,SWI,FALSE,Swiss-Carling Ave & Fairlawn  ,2150 Carling Avenue-Unit 2,Ottawa,Ontario,K2A 1H1,Active
592,1787,SWI,FALSE,Swiss-3140 Dufferin           ,3140 Dufferin Street,Toronto,Ontario,M6A 2T1,Active
593,1788,SWI,FALSE,"SC-BG Nanaimo, BC             ",3290 Island Hwy N,Nanaimo,British Columbia,V9T 1W1,Closed
594,1789,SWI,FALSE,North Service Rd/Brant St Burl,1220 Brant St,Burlington,Ontario,L7P 1X8,Active
595,1790,SWI,FALSE,"SC-Kirkwood Ave., Ottawa      ",675 Kirkwood Ave,Ottawa,Ontario,K1Z 8N7,Closed
596,1791,SWI,FALSE,Swiss-49 Eglinton             ,49 Eglinton Avenue,Toronto,Ontario,M4P 1G6,Active
597,1792,SWI,FALSE,SC- Finch and Arrow Road      ,"2201 Finch Avenue West, Unit #20",Toronto,Ontario,M9M 2Y9,Closed
598,1793,SWI,FALSE,"SC-Main/Franklin, Cambridge ON","",Cambridge,Ontario,"",Closed
599,1794,SWI,FALSE,SC-Richmond/Fanshawe London ON,92 Fanshawe Park Rd E,London,Ontario,N5X 4C5,Active
600,1795,SWI,TRUE,"SC-Langley, British Columbia  ",20065 Langley Bypass,Langley,British Columbia,V3A 8R6,Closed
601,1796,SWI,FALSE,203 St & Lougheed Hwy Maplerid,20395 Lougheed Hwy Unit 680,Maple Ridge,British Columbia,V2X 2P9,Closed
602,1797,SWI,FALSE,Bovaird And Kennedy Brampton  ,370 Bovaird Dr,Brampton,Ontario,L6Z 2S8,Active
603,1798,SWI,FALSE,Macleod Tr S & 162 Ave/Shaunes,265 Shawville Blvd SE,Calgary,Alberta,T2Y 3H9,Active
604,1799,SWI,TRUE,Chalet Bar B Que-Montreal     ,6825 Decarie Blvd.,Montreal,Quebec,H3W 3E4,Closed
605,1901,SWI,FALSE,SC - Keswick                  ,6303 Airport Road,Mississauga,Ontario,L4V 1R8,Closed
606,1902,SWI,FALSE,Hwy 11 & Muskoka Rd 2 Huntsvil,150 Hanes Rd,Huntsville,Ontario,P1H 1M4,Active
607,1903,SWI,FALSE,"SC Plus-First&Hansen,Orangevil",93 First St.,Orangeville,Ontario,L9W 2E8,Active
608,1904,SWI,FALSE,"SC-Robie Street, Truro        ",79 Robie St,Truro,Nova Scotia,B2N 1K8,Active
609,1906,SWI,FALSE,Highway 3/Simcoe St Tillsonbur,400 Simcoe St.,Tillsonburg,Ontario,N4G 4X1,Active
610,1907,SWI,FALSE,Winward & Casablanca-Exit Qew ,5 Windward Dr. RR #2,Grimsby,Ontario,L3M 4E8,Active
611,1908,SWI,FALSE,Yonge & Henderson/Bloomington ,1 Henderson Dr. Unit 4,Aurora,Ontario,L4G 4J7,Active
612,1909,SWI,FALSE,Hwy 7 & Kent/Courthouse Lindsa,431 Kent St  Box 331,Lindsay,Ontario,K9V 4S3,Closed
613,1910,SWI,FALSE,SC Plus: Simcoe               ,"",Simcoe,Ontario,"",Closed
614,1911,SWI,FALSE,"SC Plus-Georgetown,Ontario    ",320 Guelph St.,Georgetown,Ontario,L7G 4B5,Active
615,1912,SWI,FALSE,Sarcee Tr & Richmond Rd W Calg,5658 Signal Hill Ctr SW,Calgary,Alberta,T3H 3P8,Active
616,1913,SWI,FALSE,Algonquin & Hwy 17 North Bay  ,1899 Algonquin Ave.,North Bay,Ontario,P1B 4Y8,Active
617,1914,SWI,FALSE,Uxbridge                      ,319 Hwy 47,Uxbridge,Ontario,L9P 1N2,Active
618,1915,SWI,FALSE,Whites/Kingston Rd/Hwy#2 Picke,734 Kingston Rd,Pickering,Ontario,L1V 1A8,Active
619,1916,SWI,FALSE,SC Plus-Dundas&Main Cambridge ,101 Dundas St S,Cambridge,Ontario,N1R 5N6,Active
620,1917,SWI,FALSE,SC Plus-Welland Ontario       ,830 Niagara St.,Welland,Ontario,L3C 1M3,Active
621,1918,SWI,FALSE,Hwy 89/King St Alliston       ,36 Young St,Alliston,Ontario,L9R 1P8,Active
622,1919,SWI,FALSE,SC Plus-Bracebridge           ,150 Hwy 118 W.,Bracebridge,Ontario,P1L 1T4,Active
623,1920,SWI,FALSE,Woodbine & Morton Keswick     ,24398 Woodbine Ave.,Keswick,Ontario,L4P 3E9,Active
624,1921,SWI,FALSE,Morningside/401 Scarborough   ,853 Milner Ave,Scarborough,Ontario,M1B 5N6,Active
625,1922,SWI,FALSE,SC Plus: Highway #50          ,6303 Airport Road,Mississauga,Ontario,L4V 1R8,Closed
626,1923,SWI,FALSE,"SC-Cobourg, Ontario           ",70 Strathy Rd.,Cobourg,Ontario,"",Closed
627,1924,SWI,FALSE,"SC PlusCyrville Rd.,Gloucester",1899 Cyrville Rd.,Ottawa,Ontario,K1B 1A9,Active
628,1925,SWI,FALSE,East Of Gateway Blvd On 23 Ave,2203 99 St NW,Edmonton,Alberta,T6N 1J7,Active
629,1926,SWI,FALSE,SC Plus-Keele & St Clair (Tor),590 Keele St (Harvey's 2696),Toronto,Ontario,M6N 3E2,Active
630,1927,SWI,FALSE,Brittania & West Hwy 10 Missis,5980 McLaughlin Rd.,Mississauga,Ontario,L5R 3X9,Active
631,1928,SWI,FALSE,SC Plus: Highway #11          ,6303 Airport Road,Mississauga,Ontario,L4V 1R8,Closed
632,1929,SWI,FALSE,Charlottetown Charlottetown   ,359 University Ave.,Charlottetown,Prince Edward Island,C1A 4M9,Active
633,1930,SWI,FALSE,SC - Kamloops BC              ,"",Kamloops,British Columbia,"",Closed
634,1931,SWI,FALSE,First St & Hickory/Spruce Coll,440 1 St.,Collingwood,Ontario,L9Y 1B6,Active
635,1932,SWI,FALSE,Keele & Wilson North York     ,1077 Wilson Ave,North York,Ontario,M3K 1G7,Active
636,1933,SWI,FALSE,Talbot & First St St Thomas   ,1014 1/2 Talbot St,St. Thomas,Ontario,N5P 1G3,Active
637,1934,SWI,FALSE,Northern Ave & 2Nd Line Sault ,332 Great Northern Rd,Sault Ste. Marie,Ontario,P6B 4Z8,Active
638,1935,SWI,FALSE,Golf Links/The Meadowlands Anc,"1000 Golf Links Rd, RR#1",Ancaster,Ontario,L9G 3K9,Active
639,1936,SWI,FALSE,Dundas & Shorncliffe Etobicoke,5487 Dundas St W,Etobicoke,Ontario,M9B 1B5,Active
640,1937,SWI,FALSE,SC-Sheppard Ave E             ,6303 Airport Road,Mississauga,Ontario, L4V 1R8,Closed
641,1938,SWI,FALSE,"SC-McCowan/Ellesmere, Tor.    ",6303 Airport Road,Mississauga,Ontario,L4V 1R8,Closed
642,1939,SWI,FALSE,Derry/Mississauga/By Royalbank,6970 Financial Dr,Mississauga,Ontario,L5N 8J4,Active
643,1940,SWI,FALSE,SC Roost - Brock Rd/Hwy 401   ,175 Consumers Dr,Whitby,Ontario,L1N 1C4,Active
644,1941,SWI,FALSE,King & Simcoe Toronto Toronto ,214 King St W,Toronto,Ontario,M5H 3S6,Closed
645,1942,SWI,FALSE,Eglinton/Winston Churchill    ,2975 Eglinton Ave W,Mississauga,Ontario,L5M 6J3,Active
646,1943,SWI,FALSE,SC Plus-Stouffville (HAR 2529),15 Sandale Rd.,Stouffville,Ontario,L4A 8B7,Active
647,1944,SWI,FALSE,Consumer Dr & Westmoreland Ave,86 Consumers Dr,Saint John,New Brunswick,E2J 4Z3,Active
648,1945,SWI,FALSE,"SC-5070 Hwy 7, Markham        ",5070 Hwy 7 East,Markham,Ontario,L3R 4M9,Active
649,1946,SWI,FALSE,Vansickle Rd & 4Th Avenue St C,"420 Vansickle Rd, RR#3",St. Catharines,Ontario,L2R 6P9,Active
650,1947,SWI,FALSE,Harmony/Taunton Rd Oshawa     ,1389 Harmony Rd North RR 2,Oshawa,Ontario,L1H 7K5,Active
651,1948,SWI,FALSE,Yonge St/Green Lane Eastgwilli,18187 Yonge Street,East Gwillimbury,Ontario,L9N 0H9,Active
652,1949,SWI,FALSE,Baseline Rd/Sherwood Dr Nw She,390 Baseline Rd Unit 150,Sherwood Park,Alberta,T8H 1X1,Active
653,1950,SWI,FALSE,"SC-Southdale/Wonderland,London",3060 Wonderland Rd S,London,Ontario,N6L 1A6,Active
654,1951,SWI,FALSE,"SC-Dundas/Neilco, Mississauga ",1455 Dundas St E,Mississauga,Ontario,L4X 1L3,Active
655,1952,SWI,FALSE,"SC Plus-New Minas, Nova Scotia",9269 Commercial St.,New Minas,Nova Scotia,B4N 3G2,Active
656,1953,SWI,FALSE,Queen St S/Mcewan Dr E Bolton ,10 McEwan Dr E,Bolton,Ontario,L7E 2Y3,Active
657,1954,SWI,FALSE,St Albert Rd/Hebert Rd St Albe,140 St Albert Rd Unit 700,Saint-Albert,Alberta,T8N 7C8,Active
658,1955,SWI,FALSE,Victoria Park/Sheppard Scarbor,2555 Victoria Park Ave.,Scarborough,Ontario,M1T 1A3,Active
659,1956,SWI,FALSE,"SC-New Glasgow, NS            ",660 Westville Rd,New Glasgow,Nova Scotia,B2H 2J8,Active
660,1957,SWI,FALSE,Rexdale & Martingrove Etobicok,269 Rexdale Blvd,Rexdale,Ontario,M9W 1P7,Active
661,1958,SWI,FALSE,Simcoe                        ,101 Queensway Dr. E.,Simcoe,Ontario,N3Y 4M5,Active
662,1959,SWI,FALSE,"SC Plus-Bridgewater, NS       ",8 New Pine Grove Rd. RR#2,Bridgewater,Nova Scotia,B4V 4H5,Active
663,1960,SWI,FALSE,Hurontario/Wanless/Sandalwood ,"10900 Hurontario St, Unit B19",Brampton,Ontario,L7A 3R9,Active
664,1961,SWI,FALSE,Lanthier Ave And Innes Rd Orle,4290 Innes Rd.,Orleans,Ontario,K4A 5E6,Active
665,1962,SWI,TRUE,SC Plus-Bowmanville           ,25 Waverly Rd (Harvey's 2716),Bowmanville,Ontario,L1C 1K8,Closed
666,1963,SWI,FALSE,Appleby & Upper Middle Rd Burl,1950 Appleby Line,Burlington,Ontario,L7L 0B7,Active
667,1964,SWI,FALSE,SC Plus - Owen Sound          ,1598 18 Ave E. Unit 1002,Owen Sound,Ontario,N4K 0A4,Active
668,1965,SWI,FALSE,"SC - First Canadian Place, Tor",100 King St W,Toronto,Ontario,M5X 1E1,Closed
669,1966,SWI,FALSE,"SC Plus Moose Jaw, Saskatchewa",Thatcher Drive & Chester Road,Moose Jaw,Saskatchewan,"",Construction In Progress
670,1967,SWI,FALSE,SWI & HAR Combo-Strathroy     ,329 Caradoc St. S,Strathroy,Ontario,N7G 2P3,Active
671,1968,SWI,FALSE,Swiss/Harvey's Combo-Lindsay  ,400 Kent Street W,Lindsay,Ontario,K9V 6K2,Active
672,1969,SWI,TRUE,SWI & HAR Combo-Regina        ,4436 Rochdale Blvd,Regina,Saskatchewan,S4X 4P7,Active
673,1970,SWI,FALSE,SWI & HAR Combo-Winnipeg      ,707 Empress St.,Winnipeg,Manitoba,"",Construction In Progress
674,1973,SWI,FALSE,Bayview / Cummernorth York    ,3253 Bayview Ave,North York,Ontario,M2K 1G4,Active
675,1974,SWI,FALSE,SC- Jennifer Heil Way         ,50-100 Jennifer Heil Way,Spruce Grove,Alberta,T7X 4B8,Active
676,1975,SWI,FALSE,SC- Aurora                    ,"28 First Commerce Drive, (Bldg. H)",Aurora,Ontario,L4G 0H5,Active
677,1976,SWI,FALSE,Hurontario & Eglinton/Hwy 403 ,4555 Hurontario St Unit 1,Mississauga,Ontario,L4Z 3L9,Active
678,1977,SWI,FALSE,SC- Dufferin Mall             ,900 Dufferin Street - Unit 3,Toronto,Ontario,M6H 4A9,Active
679,1978,SWI,FALSE,SC-3434 Kempt Rd - Halifax NS ,3434 Kempt Rd,Halifax,Nova Scotia,B3K 4X7,Active
680,1999,SWI,FALSE,SC-CNE                        ,"",Toronto,Ontario,"",Closed
681,2201,HAR,TRUE,"HV-9471 Yonge St,Richmond Hill",9471 Yonge St,Richmond Hill,Ontario,L4C 1V4,Closed
682,2202,HAR,FALSE,HV-805 The Queensway - Tor.   ,805 The Queensway,Etobicoke,Ontario,M8Z 1N6,Active
683,2203,HAR,TRUE,"HV - boul Cure-Labelle, Laval ",2159 Boul Cure-Labelle,Laval,Quebec,H7T 1R3,Closed
684,2204,HAR,TRUE,"HV-Lakeshore Rd E, Port Credit",650 Lakeshore Rd E,Mississauga,Ontario,L5G 1J6,Closed
685,2205,HAR,FALSE,"HV - VictoriaPark, Scarborough",3453 Victoria Park Ave,Scarborough,Ontario,M1W 2S6,Inactive
686,2206,HAR,FALSE,"HV Plus-1791 Avenue Rd., Tor  ",1791 Avenue Rd,North York,Ontario,M5M 3Z3,Active
687,2207,HAR,FALSE,"HV - 238 Bloor St. W., Tor.   ",238 Bloor St W,Toronto,Ontario,M5S 1T8,Closed
688,2208,HAR,FALSE,HV-3520 Danforth Ave - Scar.  ,3520 Danforth Ave,Scarborough,Ontario,M1L 1E5,Inactive
689,2209,HAR,FALSE,HV-797 Richmond Rd - Ottawa   ,797 Richmond Road,Ottawa,Ontario,K2A 0G7,Inactive
690,2210,HAR,FALSE,HV-3120 Dufferin St - Toronto ,3120 Dufferin St,North York,Ontario,M6A 2S6,Active
691,2211,HAR,FALSE,HV-7100 Rue Sherbrooke E      ,7100 Rue Sherbrooke St E,Montreal,Quebec,H1N 1E7,Active
692,2212,HAR,FALSE,"HV-Main Street W., Hamilton   ",1655 Main St. W.,Hamilton,Ontario,L8S 1G2,Inactive
693,2213,HAR,TRUE,HV-8725 Pie IX Blvd - Montreal,8725 Boul Pie-IX,Montreal,Quebec,H1Z 3T9,Closed
694,2214,HAR,FALSE,HV-1339 Bank St - Ottawa      ,1339 Bank St,Ottawa,Ontario,K1H 7X8,Active
695,2215,HAR,TRUE,HV-2029 Jane St - Weston ON   ,2029 Jane St,North York,Ontario,M9N 2V4,Closed
696,2216,HAR,FALSE,HV-1265 Donald St             ,1265 Donald Street,Ottawa,Ontario,K1J 8W3,Inactive
697,2217,HAR,FALSE,HV-724 Queenston Rd - Hamilton,724 Queenston Rd,Hamilton,Ontario,L8G 1A2,Active
698,2218,HAR,FALSE,HV-228 Queen St W - Toronto   ,228 Queen St. W,Toronto,Ontario,M5V 1A2,Inactive
699,2219,HAR,FALSE,"HV-Upper Wentworth, Hamilton  ",999 Upper Wentworth St,Hamilton,Ontario,L9A 4X5,Active
700,2220,HAR,FALSE,HV-3095 Dougall Ave - Windsor ,3095 Dougall Ave,Windsor,Ontario,N9E 1S3,Active
701,2221,HAR,FALSE,HV-470 Cure Labelle Chomedy PQ,470 boul. Cure - Labelle,Laval,Quebec,H7V 2S9,Inactive
702,2222,HAR,FALSE,"HV-1500 St.Clair Ave W,Toronto",1500 St.Clair Avenue West,Toronto,Ontario,M6E 1C8,Inactive
703,2223,HAR,TRUE,HV-Airlie Boul. V. Lasalle PQ ,"9000, rue Airlie",Ville Lasalle,Quebec,H8R 2A3,Inactive
704,2224,HAR,FALSE,"HV-Liverpool Rd., Pickering   ",1794 Liverpool Rd,Pickering,Ontario,L1V 4G7,Inactive
705,2225,HAR,FALSE,"HV-Lundy's Lane, Niagara Falls",6839 Lundy's Lane,Niagara Falls,Ontario,L2G 1V7,Inactive
706,2226,HAR,FALSE,HV-Locordaire Montreal PQ     ,7505 Boul Lacordaire,Saint-Leonard,Quebec,H1S 2A6,Closed
707,2227,HAR,FALSE,HV-Cote Des Neiges Montreal PQ,6775 Cote-des-Neiges,Montreal,Quebec,H3S 2B5,Active
708,2228,HAR,FALSE,"HV- Montreal Road, Ottawa     ",660 Montreal Rd,Ottawa,Ontario,K1K 0T3,Active
709,2229,HAR,FALSE,"HV-Victoria St.N.,Kitchener   ",1157 Victoria St N,Kitchener,Ontario,N2B 3C8,Active
710,2230,HAR,FALSE,HV-2330 Lapiniere Brossard PQ ,2335 Boul Lapiniere,Brossard,Quebec,J4Z 2K8,Active
711,2231,HAR,TRUE,HV-Notre Dame E Repentigny-PQ ,23 Rue Notre-Dame,Repentigny,Quebec,J6A 2N8,Active
712,2232,HAR,TRUE,"HV-Boul Henri-Bourassa,Mtl, QC",1377 Boul Henri-Bourassa E,Montreal,Quebec,H2C 1G8,Closed
713,2233,HAR,FALSE,"HV-850 Ch de Chambly,Longueuil",850 Ch de Chambly,Longueuil,Quebec,J4H 3M3,Closed
714,2234,HAR,TRUE,HV-St.Anne Boul. Giffard PQ   ,3 Boul Sainte-Anne,Beauport,Quebec,G1E 3J9,Closed
715,2235,HAR,FALSE,HV-541 St.Joseph Boul. Hull PQ,541 Boul Saint-Joseph,Hull,Quebec,J8Y 4A1,Active
716,2236,HAR,FALSE,HV-410 King St N - Waterloo ON,410 King St North,Waterloo,Ontario,N2J 2Z3,Active
717,2237,HAR,FALSE,HV-Labelle Boul. Rosemere PQ  ,170 Boul Labelle,Rosemere,Quebec,J7A 2H1,Active
718,2238,HAR,FALSE,HV-336 Rideau St - Ottawa ON  ,336 Rideau Street,Ottawa,Ontario,K1N 5Y5,Inactive
719,2239,HAR,FALSE,HV-Ontario St - St.Catharines ,347 Ontario St.,St.Catharines,Ontario,L2R 5L3,Inactive
720,2240,HAR,FALSE,HV-20 St.Helene DeBago        ,"410, liere Avenue",St-Helene,Quebec,J0H 1M0,Inactive
721,2241,HAR,FALSE,HV-Mount Royal E Montreal PQ  ,"900, rue Mont-Royal est",Montreal,Quebec,H2J 1X2,Inactive
722,2242,HAR,FALSE,HV-441 Lafleur Ville Lasale PQ,441 Av Lafleur,LaSalle,Quebec,H8R 3H7,Closed
723,2243,HAR,FALSE,HV-Wharncliffe Rd - S. London ,158 Wharncliffe Rd South,London,Ontario,N6J 2K6,Active
724,2244,HAR,FALSE,"HV-3585 Masson St.,Montreal PQ",3585 Rue Masson,Montreal,Quebec,H1X 1S3,Closed
725,2245,HAR,FALSE,Harvey's Kanata               ,700 Eagleson Road,Kanata,Ontario,K2M 2G9,Active
726,2246,HAR,FALSE,"HV-Laurentide Blvd,Vimont PQ  ","1305, boul. Des Laurentides",Laval,Quebec,H7M 2Y2,Inactive
727,2247,HAR,FALSE,HV-St.Jacques W Montreal PQ   ,6966 Rue Saint-Jacques,Montreal,Quebec,H4B 1V8,Closed
728,2248,HAR,FALSE,HV-Suave Blvd - St.Eustache PQ,101 Boul Arthur-Sauve,St-Eustache,Quebec,J7P 2A1,Active
729,2249,HAR,FALSE,"HV-Sources Blvd., D.D.O.      ",3339G Boul des Sources,Dollard-Des-Ormeaux,Quebec,H9B 1Z8,Closed
730,2250,HAR,TRUE,HV-278 Jarvis St - Toronto ON ,278 Jarvis St,Toronto,Ontario,M5B 2C5,Active
731,2251,HAR,FALSE,"HV-2380 Wyandotte St,Windsor  ",2380 Wyandotte St West,Windsor,Ontario,N9B 1K4,Active
732,2252,HAR,FALSE,"HV Plus-Lacroix Blvd., Quebec ",8825 Boul Lacroix,Saint-Georges,Quebec,G5Y 5E2,Closed
733,2253,HAR,FALSE,HV-Gouin Blvd Pierrefonds PQ  ,"11655, boul. Gouin",Pierrefonds,Quebec,H8Y 1Y4,Inactive
734,2254,HAR,FALSE,"HV-890 Princess St,Kingston ON",890 Princess St,Kingston,Ontario,K7L 1H1,Active
735,2255,HAR,FALSE,HV-Maloney Blvd - Gatineau PQ ,"318, boul. Maloney est",Gatineau,Quebec,J8P 1C9,Inactive
736,2256,HAR,FALSE,HV-12 Gordon St - Guelph ON   ,12 Gordon St,Guelph,Ontario,N1H 4G7,Active
737,2257,HAR,FALSE,HV-9513 Lajeunesse - Montreal ,"9513, rue Lajeunesse",Montreal,Quebec,H2M 1S7,Inactive
738,2258,HAR,TRUE,HV-7505 St.Hubert-Montreal PQ ,7505 Rue Saint-Hubert,Montreal,Quebec,H2R 2N7,Closed
739,2259,HAR,FALSE,HV-590 Dundas St - London ON  ,590 Dundas St,London,Ontario,N6B 1W8,Closed
740,2260,HAR,TRUE,HV-365 Tache Blvd - Hull PQ   ,365 Boul Alexandre-Tache,Hull,Quebec,J9A 1M4,Closed
741,2261,HAR,FALSE,HV-Mountain Rd - Moncton NB   ,835 Mountain Rd,Moncton,New Brunswick,E1C 2R9,Closed
742,2262,HAR,FALSE,HV-1505 Dundas St E - Miss    ,1505 Dundas St East,Mississauga,Ontario,L4X 1L3,Active
743,2263,HAR,FALSE,HV-255 Cremazie W-Montreal PQ ,255 Boul Cremazie Ouest,Montreal,Quebec,H2N 1L8,Active
744,2264,HAR,FALSE,HV-1296 Baseline Rd - Ottawa  ,1270 Baseline Rd,Ottawa,Ontario,K2C 0A9,Active
745,2265,HAR,FALSE,HV-2550 Tecumseh Rd - Windsor ,2550 Tecumseh Rd E,Windsor,Ontario,N8W 1E9,Active
746,2266,HAR,FALSE,HV-25 St.Clair St - Chatham ON,25 St Clair St,Chatham,Ontario,N7L 3H6,Active
747,2267,HAR,FALSE,"HV-boul Greber, Gatineau      ",180 Boul Greber,Gatineau,Quebec,J8T 6K2,Active
748,2268,HAR,FALSE,"HV-153 Hartzel Rd, St. Cath   ",153 Hartzel Road,St.Catharines,Ontario,L2P 1N6,Inactive
749,2269,HAR,FALSE,HV-N. Christina St - Sarnia ON,321 Christina St North,Sarnia,Ontario,N7T 5V6,Active
750,2270,HAR,FALSE,HV-Lasalle Blvd - Sudbury ON  ,1324 Lasalle Blvd,Sudbury,Ontario,P3A 1Y8,Active
751,2271,HAR,TRUE,HV-Hespeller Rd Galta(Cambridg,506 Hespeler Rd,Cambridge,Ontario,N1R 6J7,Closed
752,2272,HAR,FALSE,HV-N. Front St Belleville ON  ,233 North Front St,Belleville,Ontario,K8P 3C3,Active
753,2273,HAR,TRUE,"HV-Colborne St., Brantford    ",578 Colborne St.,Brantford,Ontario,N3S 3P6,Inactive
754,2274,HAR,TRUE,"HV-Wyse Road, Dartmouth       ",171 Wyse Rd,Dartmouth,Nova Scotia,B3A 1M7,Inactive
755,2275,HAR,FALSE,HV-3736 Richmond Rd - Ottawa  ,1946 Robertson Road,Nepean,Ontario,K2H 5B9,Active
756,2276,HAR,FALSE,Harvey's Hamel                ,1095 boul. Wilfrid Hamel,Quebec City,Quebec,G1M 2R7,Active
757,2277,HAR,TRUE,HV-376 King St E - Kitchener  ,376 King St E,Kitchener,Ontario,N2G 2L5,Closed
758,2278,HAR,TRUE,HV-Finch Ave W - Downsview ON ,1115 Finch Ave W,North York,Ontario,M3J 2P7,Closed
759,2279,HAR,FALSE,HV-Water St - Peterborough ON ,250 Water St,Peterborough,Ontario,K9J 3C6,Active
760,2280,HAR,TRUE,HV-G. Northern Sault Ste M    ,168 Great Northern Rd,Sault Ste Marie,Ontario,P6B 4Z3,Closed
761,2281,HAR,TRUE,"HV-Rothesay Ave, Saint John NB",374 Rothesay Ave,Saint John,New Brunswick,E2J 2C4,Closed
762,2282,HAR,FALSE,HV-Regent St - Fredericton NB ,460 Regent St,Fredericton,New Brunswick,E3B 3X8,Active
763,2283,HAR,FALSE,HV-St.Charles Rd - Kirkland PQ,2986 Boul Saint-Charles,Kirkland,Quebec,H9H 3B7,Active
